id,quarter,ann_time,t0,source_pdf,TariffMentions_call_all,TariffSent_mean_call_all,TariffSent_shareNeg_call_all,TariffSent_fwd_call_all,TariffMentions_call_prep,TariffSent_mean_call_prep,TariffSent_shareNeg_call_prep,TariffSent_fwd_call_prep,TariffMentions_call_qna,TariffSent_mean_call_qna,TariffSent_shareNeg_call_qna,TariffSent_fwd_call_qna
KIM,2025Q2,2025-05-01 12:30:00+00:00,2025-05-01,"Kimco Realty Corporation, Q1 2025 Earnings Call, May 01, 2025.pdf",5,0.2,0.0,0.0,2,0.5,0.0,0.0,3,0.0,0.0,
KIM,2025Q3,2025-07-31 12:30:00+00:00,2025-07-31,"Kimco Realty Corporation, Q2 2025 Earnings Call, Jul 31, 2025.pdf",7,-0.2857142857142857,0.42857142857142855,-1.0,2,-0.5,0.5,,5,-0.2,0.4,-1.0
,2025Q2,2025-04-16 20:30:00+00:00,2025-04-17,"Kinder Morgan, Inc., Q1 2025 Earnings Call, Apr 16, 2025.pdf",14,-0.14285714285714285,0.21428571428571427,-0.3333333333333333,12,-0.16666666666666666,0.25,-0.3333333333333333,2,0.0,0.0,
,2024Q1,2024-01-17 21:30:00+00:00,2024-01-18,"Kinder Morgan, Inc., Q4 2023 Earnings Call, Jan 17, 2024.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2025Q1,2025-01-22 21:30:00+00:00,2025-01-23,"Kinder Morgan, Inc., Q4 2024 Earnings Call, Jan 22, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2024Q1,2024-01-26 13:30:00+00:00,2024-01-26,"L3Harris Technologies, Inc., Q4 2023 Earnings Call, Jan 26, 2024.pdf",0,,,,0,,,,0,,,
KIM,2025Q1,2025-02-07 13:30:00+00:00,2025-02-07,"Kimco Realty Corporation, Q4 2024 Earnings Call, Feb 07, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-24 14:30:00+00:00,2025-04-24,"L3Harris Technologies, Inc., Q1 2025 Earnings Call, Apr 24, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2025Q3,2025-07-24 12:00:00+00:00,2025-07-24,"LKQ Corporation, Q2 2025 Earnings Call, Jul 24, 2025.pdf",23,-0.05797101449275363,0.21739130434782608,0.3333333333333333,8,-0.25,0.5,0.3333333333333333,15,0.04444444444444444,0.06666666666666667,0.3333333333333333
LH,2025Q2,2025-04-29 13:00:00+00:00,2025-04-29,"Labcorp Holdings Inc., Q1 2025 Earnings Call, Apr 29, 2025.pdf",15,0.13333333333333333,0.06666666666666667,0.0,2,0.0,0.0,0.0,13,0.15384615384615385,0.07692307692307693,0.0
LH,2025Q1,2025-02-06 14:00:00+00:00,2025-02-06,"Labcorp Holdings Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
,2025Q3,2025-07-30 21:00:00+00:00,2025-07-31,"Lam Research Corporation, Q4 2025 Earnings Call, Jul 30, 2025.pdf",9,0.0,0.0,0.0,1,0.0,0.0,0.0,8,0.0,0.0,
,2024Q1,2024-01-24 22:00:00+00:00,2024-01-25,"Lam Research Corporation, Q2 2024 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-03 14:00:00+00:00,2025-04-03,"Lamb Weston Holdings, Inc., Q3 2025 Earnings Call, Apr 03, 2025.pdf",8,-0.25,0.25,0.0,7,-0.14285714285714285,0.14285714285714285,0.0,1,-1.0,1.0,
,2025Q3,2025-07-23 14:00:00+00:00,2025-07-23,"Lamb Weston Holdings, Inc., Q4 2025 Earnings Call, Jul 23, 2025.pdf",4,-0.375,0.5,-0.16666666666666666,1,-1.0,1.0,,3,-0.16666666666666666,0.3333333333333333,-0.16666666666666666
LVS,2025Q2,2025-04-23 20:30:00+00:00,2025-04-24,"Las Vegas Sands Corp., Q1 2025 Earnings Call, Apr 23, 2025.pdf",0,,,,0,,,,0,,,
LVS,2024Q1,2024-01-24 21:30:00+00:00,2024-01-25,"Las Vegas Sands Corp., Q4 2023 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
LEN,2025Q3,2025-09-19 15:00:00+00:00,2025-09-19,"Lennar Corporation, Q3 2025 Earnings Call, Sep 19, 2025.pdf",0,,,,0,,,,0,,,
LEN,2025Q1,2025-03-21 15:00:00+00:00,2025-03-21,"Lennar Corporation, Q1 2025 Earnings Call, Mar 21, 2025.pdf",5,0.0,0.0,0.0,5,0.0,0.0,0.0,0,,,
LII,2025Q2,2025-04-23 13:30:00+00:00,2025-04-23,"Lennox International Inc., Q1 2025 Earnings Call, Apr 23, 2025.pdf",45,0.0,0.1111111111111111,0.0,17,0.058823529411764705,0.17647058823529413,0.25,28,-0.03571428571428571,0.07142857142857142,-0.5
LII,2025Q3,2025-07-23 13:30:00+00:00,2025-07-23,"Lennox International Inc., Q2 2025 Earnings Call, Jul 23, 2025.pdf",29,0.10344827586206896,0.10344827586206896,0.0,3,0.6666666666666666,0.0,,26,0.038461538461538464,0.11538461538461539,0.0
LII,2025Q1,2025-01-29 14:30:00+00:00,2025-01-29,"Lennox International Inc., Q4 2024 Earnings Call, Jan 29, 2025.pdf",12,-0.08333333333333333,0.3333333333333333,,0,,,,12,-0.08333333333333333,0.3333333333333333,
,2025Q2,2025-05-01 13:00:00+00:00,2025-05-01,"Linde plc, Q1 2025 Earnings Call, May 01, 2025.pdf",8,0.33333333333333337,0.125,0.6666666666666666,0,,,,8,0.33333333333333337,0.125,0.6666666666666666
LII,2024Q1,2024-01-31 14:30:00+00:00,2024-01-31,"Lennox International Inc., Q4 2023 Earnings Call, Jan 31, 2024.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2025Q3,2025-08-01 13:00:00+00:00,2025-08-01,"Linde plc, Q2 2025 Earnings Call, Aug 01, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2024Q1,2024-02-06 14:00:00+00:00,2024-02-06,"Linde plc, Q4 2023 Earnings Call, Feb 06, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-01 21:00:00+00:00,2025-05-02,"Live Nation Entertainment, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
L,2024Q1,2024-02-05 00:00:00+00:00,2024-02-05,"Loews Corporation, Q4 2023 Pre Recorded Earnings Call, Feb 05, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-06 14:00:00+00:00,2025-02-06,"Linde plc, Q4 2024 Earnings Call, Feb 06, 2025.pdf",13,0.15384615384615385,0.07692307692307693,1.0,0,,,,13,0.15384615384615385,0.07692307692307693,1.0
LMT,2025Q3,2025-07-22 15:00:00+00:00,2025-07-22,"Lockheed Martin Corporation, Q2 2025 Earnings Call, Jul 22, 2025.pdf",4,0.25,0.0,1.0,3,0.3333333333333333,0.0,1.0,1,0.0,0.0,
LMT,2025Q2,2025-04-22 15:00:00+00:00,2025-04-22,"Lockheed Martin Corporation, Q1 2025 Earnings Call, Apr 22, 2025.pdf",10,0.1,0.1,0.5,3,0.6666666666666666,0.0,0.5,7,-0.14285714285714285,0.14285714285714285,
LMT,2024Q1,2024-01-23 16:00:00+00:00,2024-01-24,"Lockheed Martin Corporation, Q4 2023 Earnings Call, Jan 23, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-08-20 13:00:00+00:00,2025-08-20,"Lowes Companies, Inc., Q2 2026 Earnings Call, Aug 20, 2025.pdf",2,0.0,0.5,,0,,,,2,0.0,0.5,
,2025Q1,2025-03-27 20:30:00+00:00,2025-03-28,"Lululemon Athletica Inc., Q4 2025 Earnings Call, Mar 27, 2025.pdf",8,0.125,0.0,0.0,2,0.0,0.0,0.0,6,0.16666666666666666,0.0,0.0
,2025Q1,2025-02-26 14:00:00+00:00,2025-02-26,"Lowes Companies, Inc., Q4 2025 Earnings Call, Feb 26, 2025.pdf",5,-0.4,0.4,,0,,,,5,-0.4,0.4,
LYB,2025Q2,2025-04-25 15:00:00+00:00,2025-04-25,"LyondellBasell Industries N.V., Q1 2025 Earnings Call, Apr 25, 2025.pdf",13,-0.23076923076923078,0.23076923076923078,0.0,9,-0.3333333333333333,0.3333333333333333,0.0,4,0.0,0.0,
LYB,2025Q3,2025-08-01 15:00:00+00:00,2025-08-01,"LyondellBasell Industries N.V., Q2 2025 Earnings Call, Aug 01, 2025.pdf",7,0.0,0.2857142857142857,0.0,5,-0.2,0.4,0.0,2,0.5,0.0,
LYB,2024Q1,2024-02-02 16:00:00+00:00,2024-02-03,"LyondellBasell Industries N.V., Q4 2023 Earnings Call, Feb 02, 2024.pdf",0,,,,0,,,,0,,,
LYB,2025Q1,2025-01-31 16:00:00+00:00,2025-02-01,"LyondellBasell Industries N.V., Q4 2024 Earnings Call, Jan 31, 2025.pdf",1,-1.0,1.0,,1,-1.0,1.0,,0,,,
MGM,2025Q2,2025-04-30 21:00:00+00:00,2025-05-01,"MGM Resorts International, Q1 2025 Earnings Call, Apr 30, 2025.pdf",5,0.0,0.0,,0,,,,5,0.0,0.0,
MGM,2025Q1,2025-02-12 22:00:00+00:00,2025-02-13,"MGM Resorts International, Q4 2024 Earnings Call, Feb 12, 2025.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
MSCI,2024Q1,2024-01-30 16:00:00+00:00,2024-01-31,"MSCI Inc., Q4 2023 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
MSCI,2025Q2,2025-04-22 15:00:00+00:00,2025-04-22,"MSCI Inc., Q1 2025 Earnings Call, Apr 22, 2025.pdf",4,-0.25,0.25,-1.0,0,,,,4,-0.25,0.25,-1.0
MTB,2025Q2,2025-04-14 12:00:00+00:00,2025-04-14,"MT Bank Corporation, Q1 2025 Earnings Call, Apr 14, 2025.pdf",3,0.0,0.0,,1,0.0,0.0,,2,0.0,0.0,
,2025Q2,2025-05-07 14:00:00+00:00,2025-05-07,"MarketAxess Holdings Inc., Q1 2025 Earnings Call, May 07, 2025.pdf",2,-1.0,1.0,,0,,,,2,-1.0,1.0,
MPC,2024Q1,2024-01-30 16:00:00+00:00,2024-01-31,"Marathon Petroleum Corporation, Q4 2023 Earnings Call, Jan 30, 2024.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
MTB,2024Q1,2024-01-18 15:00:00+00:00,2024-01-18,"MT Bank Corporation, Q4 2023 Earnings Call, Jan 18, 2024.pdf",0,,,,0,,,,0,,,
MPC,2025Q1,2025-02-04 16:00:00+00:00,2025-02-05,"Marathon Petroleum Corporation, Q4 2024 Earnings Call, Feb 04, 2025.pdf",7,-0.14285714285714285,0.2857142857142857,,0,,,,7,-0.14285714285714285,0.2857142857142857,
,2025Q2,2025-04-17 12:30:00+00:00,2025-04-17,"Marsh  McLennan Companies, Inc., Q1 2025 Earnings Call, Apr 17, 2025.pdf",2,-1.0,1.0,,1,-1.0,1.0,,1,-1.0,1.0,
,2025Q2,2025-05-06 12:30:00+00:00,2025-05-06,"Marriott International, Inc., Q1 2025 Earnings Call, May 06, 2025.pdf",2,-1.0,1.0,,0,,,,2,-1.0,1.0,
,2025Q1,2025-02-06 15:30:00+00:00,2025-02-06,"MarketAxess Holdings Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
,2024Q4,2024-11-06 15:00:00+00:00,2024-11-06,"MarketAxess Holdings Inc., Q3 2024 Earnings Call, Nov 06, 2024.pdf",2,0.0,0.0,0.0,0,,,,2,0.0,0.0,0.0
,2025Q1,2025-01-30 13:30:00+00:00,2025-01-30,"Marsh  McLennan Companies, Inc., Q4 2024 Earnings Call, Jan 30, 2025.pdf",3,0.0,0.3333333333333333,,1,1.0,0.0,,2,-0.5,0.5,
,2024Q1,2024-01-25 13:30:00+00:00,2024-01-25,"Marsh  McLennan Companies, Inc., Q4 2023 Earnings Call, Jan 25, 2024.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
,2024Q4,2024-10-30 14:00:00+00:00,2024-10-30,"Martin Marietta Materials, Inc., Q3 2024 Earnings Call, Oct 30, 2024.pdf",3,0.0,0.3333333333333333,,0,,,,3,0.0,0.3333333333333333,
,2025Q2,2025-04-30 15:00:00+00:00,2025-04-30,"Martin Marietta Materials, Inc., Q1 2025 Earnings Call, Apr 30, 2025.pdf",8,-0.25,0.375,-0.5,3,-0.3333333333333333,0.3333333333333333,-1.0,5,-0.2,0.4,0.0
MAS,2024Q4,2024-10-29 12:00:00+00:00,2024-10-29,"Masco Corporation, Q3 2024 Earnings Call, Oct 29, 2024.pdf",2,-0.16666666666666666,0.5,,0,,,,2,-0.16666666666666666,0.5,
MAS,2025Q3,2025-07-31 12:00:00+00:00,2025-07-31,"Masco Corporation, Q2 2025 Earnings Call, Jul 31, 2025.pdf",54,-0.07407407407407407,0.12962962962962962,-0.16666666666666666,14,0.0,0.07142857142857142,0.0,40,-0.1,0.15,-0.5
MAS,2024Q1,2024-02-08 13:00:00+00:00,2024-02-08,"Masco Corporation, Q4 2023 Earnings Call, Feb 08, 2024.pdf",0,,,,0,,,,0,,,
MA,2025Q2,2025-05-01 13:00:00+00:00,2025-05-01,"Mastercard Incorporated, Q1 2025 Earnings Call, May 01, 2025.pdf",3,-0.6666666666666666,0.6666666666666666,0.0,1,-1.0,1.0,,2,-0.5,0.5,0.0
,2025Q2,2025-05-08 12:30:00+00:00,2025-05-08,"Match Group, Inc., Q1 2025 Earnings Call, May 08, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2024Q1,2024-01-31 13:30:00+00:00,2024-01-31,"Match Group, Inc., Q4 2023 Earnings Call, Jan 31, 2024.pdf",0,,,,0,,,,0,,,
MA,2024Q1,2024-01-31 14:00:00+00:00,2024-01-31,"Mastercard Incorporated, Q4 2023 Earnings Call, Jan 31, 2024.pdf",0,,,,0,,,,0,,,
MA,2025Q1,2025-01-30 14:00:00+00:00,2025-01-30,"Mastercard Incorporated, Q4 2024 Earnings Call, Jan 30, 2025.pdf",2,0.0,0.0,0.0,0,,,,2,0.0,0.0,0.0
,2025Q1,2025-03-25 12:00:00+00:00,2025-03-25,"McCormick  Company, Incorporated, Q1 2025 Earnings Call, Mar 25, 2025.pdf",7,0.14285714285714285,0.0,0.0,3,0.0,0.0,0.0,4,0.25,0.0,0.0
MCD,2024Q1,2024-02-05 13:30:00+00:00,2024-02-05,"McDonalds Corporation, Q4 2023 Earnings Call, Feb 05, 2024.pdf",0,,,,0,,,,0,,,
MCD,2025Q2,2025-05-01 12:30:00+00:00,2025-05-01,"McDonalds Corporation, Q1 2025 Earnings Call, May 01, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2024Q1,2024-01-25 13:00:00+00:00,2024-01-25,"McCormick  Company, Incorporated, Q4 2023 Earnings Call, Jan 25, 2024.pdf",0,,,,0,,,,0,,,
MCK,2025Q2,2025-05-08 20:30:00+00:00,2025-05-09,"McKesson Corporation, Q4 2025 Earnings Call, May 08, 2025.pdf",5,0.2,0.0,0.0,0,,,,5,0.2,0.0,0.0
MCK,2024Q1,2024-02-07 21:30:00+00:00,2024-02-08,"McKesson Corporation, Q3 2024 Earnings Call, Feb 07, 2024.pdf",0,,,,0,,,,0,,,
MDT,2025Q3,2025-08-19 12:00:00+00:00,2025-08-19,"Medtronic plc, Q1 2026 Earnings Call, Aug 19, 2025.pdf",5,-0.4,0.4,-1.0,5,-0.4,0.4,-1.0,0,,,
,2025Q3,2025-07-29 13:00:00+00:00,2025-07-29,"Merck  Co., Inc., Q2 2025 Earnings Call, Jul 29, 2025.pdf",3,0.3333333333333333,0.0,0.0,1,0.0,0.0,0.0,2,0.5,0.0,0.0
,2024Q1,2024-02-01 14:00:00+00:00,2024-02-01,"Merck  Co., Inc., Q4 2023 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-01 13:00:00+00:00,2025-05-01,"MetLife, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
,2024Q1,2024-02-01 14:00:00+00:00,2024-02-01,"MetLife, Inc., Q4 2023 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-06 14:00:00+00:00,2025-02-06,"MetLife, Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-04 14:00:00+00:00,2025-02-04,"Merck  Co., Inc., Q4 2024 Earnings Call, Feb 04, 2025.pdf",3,0.0,0.0,0.0,0,,,,3,0.0,0.0,0.0
,2024Q1,2024-02-01 21:30:00+00:00,2024-02-02,"Meta Platforms, Inc., Q4 2023 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
MTD,2025Q2,2025-05-02 12:30:00+00:00,2025-05-02,"Mettler-Toledo International Inc., Q1 2025 Earnings Call, May 02, 2025.pdf",42,-0.11904761904761904,0.21428571428571427,-0.2222222222222222,13,-0.23076923076923078,0.3076923076923077,-0.3333333333333333,29,-0.06896551724137931,0.1724137931034483,0.0
MTD,2025Q3,2025-08-01 12:30:00+00:00,2025-08-01,"Mettler-Toledo International Inc., Q2 2025 Earnings Call, Aug 01, 2025.pdf",33,-0.12121212121212122,0.21212121212121213,-0.2,20,-0.15,0.25,-0.2857142857142857,13,-0.07692307692307693,0.15384615384615385,0.0
,,,,"Microchip Technology Incorporated Presents at KeyBanc Capital Markets Technology Leadership Forum, Aug-12-2025 1130 AM.pdf",6,0.3333333333333333,0.16666666666666666,,0,,,,6,0.3333333333333333,0.16666666666666666,
,,,,"Micron Technology, Inc. Presents at KeyBanc Capital Markets Technology Leadership Forum, Aug-11-2025 0900 AM.pdf",2,0.0,0.5,,0,,,,2,0.0,0.5,
MTD,2024Q4,2024-11-08 13:30:00+00:00,2024-11-08,"Mettler-Toledo International Inc., Q3 2024 Earnings Call, Nov 08, 2024.pdf",4,0.0,0.25,0.0,0,,,,4,0.0,0.25,0.0
MTD,2025Q1,2025-02-07 13:30:00+00:00,2025-02-07,"Mettler-Toledo International Inc., Q4 2024 Earnings Call, Feb 07, 2025.pdf",17,-0.11764705882352941,0.17647058823529413,0.0,1,0.0,0.0,0.0,16,-0.125,0.1875,0.0
,2025Q1,2025-03-20 22:00:00+00:00,2025-03-21,"Micron Technology, Inc., Q2 2025 Earnings Call, Mar 20, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2024Q1,2024-02-01 22:00:00+00:00,2024-02-02,"Microchip Technology Incorporated, Q3 2024 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-08 21:00:00+00:00,2025-05-09,"Microchip Technology Incorporated, Q4 2025 Earnings Call, May 08, 2025.pdf",24,-0.2916666666666667,0.2916666666666667,-1.0,0,,,,24,-0.2916666666666667,0.2916666666666667,-1.0
,2025Q3,2025-09-23 22:00:00+00:00,2025-09-24,"Micron Technology, Inc., Q4 2025 Earnings Call, Sep 23, 2025.pdf",2,0.0,0.0,,1,0.0,0.0,,1,0.0,0.0,
,2024Q1,2024-01-30 22:30:00+00:00,2024-01-31,"Microsoft Corporation, Q2 2024 Earnings Call, Jan 30, 2024.pdf",2,0.0,0.0,,2,0.0,0.0,,0,,,
,2025Q1,2025-01-29 22:30:00+00:00,2025-01-30,"Microsoft Corporation, Q2 2025 Earnings Call, Jan 29, 2025.pdf",5,0.0,0.0,,5,0.0,0.0,,0,,,
,2025Q2,2025-04-30 21:30:00+00:00,2025-05-01,"Microsoft Corporation, Q3 2025 Earnings Call, Apr 30, 2025.pdf",2,0.0,0.0,,2,0.0,0.0,,0,,,
MAA,2025Q2,2025-05-01 14:00:00+00:00,2025-05-01,"Mid-America Apartment Communities, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",3,-0.13333333333333333,0.3333333333333333,,1,0.6,0.0,,2,-0.5,0.5,
,2025Q2,2025-05-01 12:00:00+00:00,2025-05-01,"Moderna, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
MAA,2025Q3,2025-07-31 14:00:00+00:00,2025-07-31,"Mid-America Apartment Communities, Inc., Q2 2025 Earnings Call, Jul 31, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2025Q3,2025-08-01 12:00:00+00:00,2025-08-01,"Moderna, Inc., Q2 2025 Earnings Call, Aug 01, 2025.pdf",2,0.0,0.0,,2,0.0,0.0,,0,,,
MAA,2025Q1,2025-02-06 15:00:00+00:00,2025-02-06,"Mid-America Apartment Communities, Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-02 15:00:00+00:00,2025-05-02,"Mohawk Industries, Inc., Q1 2025 Earnings Call, May 02, 2025.pdf",52,0.038461538461538464,0.057692307692307696,0.0,15,0.0,0.13333333333333333,0.0,37,0.05405405405405406,0.02702702702702703,0.0
,2025Q3,2025-07-25 15:00:00+00:00,2025-07-25,"Mohawk Industries, Inc., Q2 2025 Earnings Call, Jul 25, 2025.pdf",35,0.0,0.11428571428571428,0.0,9,0.2222222222222222,0.0,0.25,26,-0.07692307692307693,0.15384615384615385,-0.25
,2025Q1,2025-02-07 16:00:00+00:00,2025-02-08,"Mohawk Industries, Inc., Q4 2024 Earnings Call, Feb 07, 2025.pdf",6,0.16666666666666666,0.0,,2,0.0,0.0,,4,0.25,0.0,
,2024Q1,2024-02-08 13:00:00+00:00,2024-02-08,"Molina Healthcare, Inc., Q4 2023 Earnings Call, Feb 08, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-06 13:00:00+00:00,2025-02-06,"Molina Healthcare, Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
TAP,2025Q2,2025-05-08 12:30:00+00:00,2025-05-08,"Molson Coors Beverage Company, Q1 2025 Earnings Call, May 08, 2025.pdf",8,0.0,0.0,0.0,2,0.0,0.0,,6,0.0,0.0,0.0
,2025Q3,2025-07-29 21:00:00+00:00,2025-07-30,"Mondelez International, Inc., Q2 2025 Earnings Call, Jul 29, 2025.pdf",2,0.0,0.0,0.0,0,,,,2,0.0,0.0,0.0
,2025Q2,2025-04-29 21:00:00+00:00,2025-04-30,"Mondelez International, Inc., Q1 2025 Earnings Call, Apr 29, 2025.pdf",6,0.0,0.0,0.0,2,0.0,0.0,,4,0.0,0.0,0.0
TAP,2025Q1,2025-02-13 13:30:00+00:00,2025-02-13,"Molson Coors Beverage Company, Q4 2024 Earnings Call, Feb 13, 2025.pdf",7,-0.14285714285714285,0.14285714285714285,0.0,2,-0.5,0.5,0.0,5,0.0,0.0,0.0
,2024Q1,2024-01-30 22:00:00+00:00,2024-01-31,"Mondelez International, Inc., Q4 2023 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-04 22:00:00+00:00,2025-02-05,"Mondelez International, Inc., Q4 2024 Earnings Call, Feb 04, 2025.pdf",1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,,,
,2025Q2,2025-05-01 21:00:00+00:00,2025-05-02,"Monolithic Power Systems, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",6,0.0,0.3333333333333333,-1.0,0,,,,6,0.0,0.3333333333333333,-1.0
,2025Q3,2025-07-31 21:00:00+00:00,2025-08-01,"Monolithic Power Systems, Inc., Q2 2025 Earnings Call, Jul 31, 2025.pdf",3,-0.3333333333333333,0.3333333333333333,,0,,,,3,-0.3333333333333333,0.3333333333333333,
,2025Q1,2025-02-06 22:00:00+00:00,2025-02-07,"Monolithic Power Systems, Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-08 21:00:00+00:00,2025-05-09,"Monster Beverage Corporation, Q1 2025 Earnings Call, May 08, 2025.pdf",5,-0.2,0.2,0.0,4,-0.25,0.25,0.0,1,0.0,0.0,
,2024Q1,2024-02-07 22:00:00+00:00,2024-02-08,"Monolithic Power Systems, Inc., Q4 2023 Earnings Call, Feb 07, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-03-20 16:00:00+00:00,2025-03-21,"Monolithic Power Systems, Inc. - AnalystInvestor Day.pdf",5,-0.4,0.4,,0,,,,5,-0.4,0.4,
,2024Q4,2024-11-07 22:00:00+00:00,2024-11-08,"Monster Beverage Corporation, Q3 2024 Earnings Call, Nov 07, 2024.pdf",2,0.5,0.0,0.0,1,1.0,0.0,,1,0.0,0.0,0.0
MCO,2025Q2,2025-04-22 13:00:00+00:00,2025-04-22,"Moodys Corporation, Q1 2025 Earnings Call, Apr 22, 2025.pdf",6,-0.3333333333333333,0.3333333333333333,,2,-0.5,0.5,,4,-0.25,0.25,
MCO,2025Q3,2025-07-23 13:00:00+00:00,2025-07-23,"Moodys Corporation, Q2 2025 Earnings Call, Jul 23, 2025.pdf",2,0.0,0.0,,1,0.0,0.0,,1,0.0,0.0,
MCO,2025Q1,2025-02-13 16:30:00+00:00,2025-02-14,"Moodys Corporation, Q4 2024 Earnings Call, Feb 13, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2024Q4,2024-11-07 22:00:00+00:00,2024-11-08,"Motorola Solutions, Inc., Q3 2024 Earnings Call, Nov 07, 2024.pdf",2,0.0,0.0,,1,0.0,0.0,,1,0.0,0.0,
MS,2024Q1,2024-01-16 13:30:00+00:00,2024-01-16,"Morgan Stanley, 2023 Earnings Call, Jan 16, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-13 22:00:00+00:00,2025-02-14,"Motorola Solutions, Inc., Q4 2024 Earnings Call, Feb 13, 2025.pdf",12,-0.25,0.25,0.0,2,0.0,0.0,0.0,10,-0.3,0.3,
MS,2025Q2,2025-04-11 13:30:00+00:00,2025-04-11,"Morgan Stanley, Q1 2025 Earnings Call, Apr 11, 2025.pdf",3,-0.6666666666666666,0.6666666666666666,,1,-1.0,1.0,,2,-0.5,0.5,
,2025Q1,2025-03-19 15:30:00+00:00,2025-03-19,NVIDIA Corporation - ShareholderAnalyst Call.pdf,5,-0.4,0.4,0.0,0,,,,5,-0.4,0.4,0.0
,2025Q1,2025-02-26 14:00:00+00:00,2025-02-26,"NRG Energy, Inc., Q4 2024 Earnings Call, Feb 26, 2025.pdf",0,,,,0,,,,0,,,
,,,,"NXP Semiconductors N.V. Presents at KeyBanc Capital Markets Technology Leadership Forum, Aug-12-2025 0900 AM.pdf",2,-0.5,0.5,,0,,,,2,-0.5,0.5,
,2025Q1,2025-02-26 22:00:00+00:00,2025-02-27,"NVIDIA Corporation, Q4 2025 Earnings Call, Feb 26, 2025.pdf",3,0.0,0.0,,0,,,,3,0.0,0.0,
,2025Q2,2025-04-29 12:00:00+00:00,2025-04-29,"NXP Semiconductors N.V., Q1 2025 Earnings Call, Apr 29, 2025.pdf",22,-0.19696969696969696,0.36363636363636365,0.3333333333333333,9,-0.1111111111111111,0.3333333333333333,0.5,13,-0.25641025641025644,0.38461538461538464,0.0
,2024Q1,2024-02-06 13:00:00+00:00,2024-02-06,"NXP Semiconductors N.V., Q4 2023 Earnings Call, Feb 06, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-22 12:00:00+00:00,2025-07-22,"NXP Semiconductors N.V., Q2 2025 Earnings Call, Jul 22, 2025.pdf",9,-0.2222222222222222,0.2222222222222222,,3,0.0,0.0,,6,-0.3333333333333333,0.3333333333333333,
,2025Q1,2025-02-04 13:00:00+00:00,2025-02-04,"NXP Semiconductors N.V., Q4 2024 Earnings Call, Feb 04, 2025.pdf",2,0.0,0.0,0.0,0,,,,2,0.0,0.0,0.0
