id,quarter,ann_time,t0,source_pdf,TariffMentions_call_all,TariffSent_mean_call_all,TariffSent_shareNeg_call_all,TariffSent_fwd_call_all,TariffMentions_call_prep,TariffSent_mean_call_prep,TariffSent_shareNeg_call_prep,TariffSent_fwd_call_prep,TariffMentions_call_qna,TariffSent_mean_call_qna,TariffSent_shareNeg_call_qna,TariffSent_fwd_call_qna
,2025Q3,2025-07-22 12:30:00+00:00,2025-07-22,"D.R. Horton, Inc., Q3 2025 Earnings Call, Jul 22, 2025.pdf",4,0.0,0.0,,0,,,,4,0.0,0.0,
DTE,2025Q1,2025-02-13 14:00:00+00:00,2025-02-13,"DTE Energy Company, 2024 Earnings Call, Feb 13, 2025.pdf",12,0.08333333333333333,0.0,,1,1.0,0.0,,11,0.0,0.0,
DTE,2025Q2,2025-05-01 13:00:00+00:00,2025-05-01,"DTE Energy Company, Q1 2025 Earnings Call, May 01, 2025.pdf",23,0.13043478260869565,0.08695652173913043,,7,0.42857142857142855,0.0,,16,0.0,0.125,
DTE,2025Q3,2025-07-29 13:00:00+00:00,2025-07-29,"DTE Energy Company, Q2 2025 Earnings Call, Jul 29, 2025.pdf",3,0.3333333333333333,0.0,,0,,,,3,0.3333333333333333,0.0,
DVA,2025Q1,2025-02-13 22:00:00+00:00,2025-02-14,"DaVita Inc., Q4 2024 Earnings Call, Feb 13, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
DHR,2025Q2,2025-04-22 12:00:00+00:00,2025-04-22,"Danaher Corporation, Q1 2025 Earnings Call, Apr 22, 2025.pdf",17,-0.17647058823529413,0.17647058823529413,,1,0.0,0.0,,16,-0.1875,0.1875,
DHR,2024Q1,2024-01-30 13:00:00+00:00,2024-01-30,"Danaher Corporation, Q4 2023 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
DAY,2025Q1,2025-02-05 13:00:00+00:00,2025-02-05,"Dayforce Inc., Q4 2024 Earnings Call, Feb 05, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
DECK,2025Q3,2025-07-24 20:30:00+00:00,2025-07-25,"Deckers Outdoor Corporation, Q1 2026 Earnings Call, Jul 24, 2025.pdf",23,0.0,0.13043478260869565,0.0,6,0.0,0.16666666666666666,,17,0.0,0.11764705882352941,0.0
,2025Q1,2025-03-20 12:30:00+00:00,2025-03-20,"Darden Restaurants, Inc., Q3 2025 Earnings Call, Mar 20, 2025.pdf",5,-0.4,0.4,,0,,,,5,-0.4,0.4,
,2025Q3,2025-09-18 12:30:00+00:00,2025-09-18,"Darden Restaurants, Inc., Q1 2026 Earnings Call, Sep 18, 2025.pdf",3,0.0,0.0,,0,,,,3,0.0,0.0,
DECK,2024Q1,2024-02-01 21:30:00+00:00,2024-02-02,"Deckers Outdoor Corporation, Q3 2024 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
DE,2025Q1,2025-02-13 15:00:00+00:00,2025-02-13,"Deere  Company, Q1 2025 Earnings Call, Feb 13, 2025.pdf",4,0.0,0.0,,4,0.0,0.0,,0,,,
DE,2025Q3,2025-08-14 14:00:00+00:00,2025-08-14,"Deere  Company, Q3 2025 Earnings Call, Aug 14, 2025.pdf",28,0.03571428571428571,0.14285714285714285,0.0,14,0.07142857142857142,0.14285714285714285,,14,0.0,0.14285714285714285,0.0
DELL,2024Q4,2024-11-26 21:30:00+00:00,2024-11-27,"Dell Technologies Inc., Q3 2025 Earnings Call, Nov 26, 2024.pdf",4,-0.25,0.25,,0,,,,4,-0.25,0.25,
,2025Q1,2025-02-25 14:00:00+00:00,2025-02-25,"Diamondback Energy, Inc., Q4 2024 Earnings Call, Feb 25, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-06 13:00:00+00:00,2025-05-06,"Diamondback Energy, Inc., Q1 2025 Earnings Call, May 06, 2025.pdf",3,-0.3333333333333333,0.3333333333333333,,0,,,,3,-0.3333333333333333,0.3333333333333333,
,2024Q1,2024-01-12 15:00:00+00:00,2024-01-12,"Delta Air Lines, Inc., Q4 2023 Earnings Call, Jan 12, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-01 20:30:00+00:00,2025-05-02,"DexCom, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",9,-0.1111111111111111,0.1111111111111111,-0.3333333333333333,2,0.0,0.0,0.0,7,-0.14285714285714285,0.14285714285714285,-0.5
,2025Q1,2025-02-13 21:30:00+00:00,2025-02-14,"DexCom, Inc., Q4 2024 Earnings Call, Feb 13, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-24 21:00:00+00:00,2025-04-25,"Digital Realty Trust, Inc., Q1 2025 Earnings Call, Apr 24, 2025.pdf",5,-0.13333333333333336,0.2,,0,,,,5,-0.13333333333333336,0.2,
,2025Q1,2025-02-13 22:00:00+00:00,2025-02-14,"Digital Realty Trust, Inc., Q4 2024 Earnings Call, Feb 13, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
DG,2025Q3,2025-08-28 13:00:00+00:00,2025-08-28,"Dollar General Corporation, Q2 2026 Earnings Call, Aug 28, 2025.pdf",8,0.125,0.0,0.0,2,0.0,0.0,0.0,6,0.16666666666666666,0.0,
,2025Q2,2025-05-01 15:00:00+00:00,2025-05-01,"Dominion Energy, Inc., Q1 2025 Earnings Call, May 01, 2025.pdf",22,-0.13636363636363635,0.13636363636363635,,9,-0.1111111111111111,0.1111111111111111,,13,-0.15384615384615385,0.15384615384615385,
,2025Q1,2025-03-26 12:00:00+00:00,2025-03-26,"Dollar Tree, Inc., Q4 2025 Earnings Call, Mar 26, 2025.pdf",39,-0.07692307692307693,0.15384615384615385,-0.25,17,-0.058823529411764705,0.23529411764705882,0.0,22,-0.09090909090909091,0.09090909090909091,-0.3333333333333333
,2025Q3,2025-08-01 14:00:00+00:00,2025-08-01,"Dominion Energy, Inc., Q2 2025 Earnings Call, Aug 01, 2025.pdf",8,0.125,0.0,0.0,8,0.125,0.0,0.0,0,,,
,2024Q4,2024-11-01 14:00:00+00:00,2024-11-01,"Dominion Energy, Inc., Q3 2024 Earnings Call, Nov 01, 2024.pdf",1,1.0,0.0,,0,,,,1,1.0,0.0,
,2025Q2,2025-04-28 12:30:00+00:00,2025-04-28,"Dominos Pizza, Inc., Q1 2025 Earnings Call, Apr 28, 2025.pdf",5,-0.2,0.2,0.0,1,0.0,0.0,,4,-0.25,0.25,0.0
,2025Q2,2025-05-06 12:00:00+00:00,2025-05-06,"DoorDash, Inc., Q1 2025 Earnings Call, May 06, 2025.pdf",3,-0.6666666666666666,0.6666666666666666,,0,,,,3,-0.6666666666666666,0.6666666666666666,
DOV,2024Q1,2024-02-01 14:30:00+00:00,2024-02-01,"Dover Corporation, Q4 2023 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
DOV,2025Q3,2025-07-24 13:30:00+00:00,2025-07-24,"Dover Corporation, Q2 2025 Earnings Call, Jul 24, 2025.pdf",8,0.0,0.0,0.0,0,,,,8,0.0,0.0,0.0
DOV,2025Q1,2025-01-30 14:00:00+00:00,2025-01-30,"Dover Corporation, Q4 2024 Earnings Call, Jan 30, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
DOW,2025Q3,2025-07-24 12:00:00+00:00,2025-07-24,"Dow Inc., Q2 2025 Earnings Call, Jul 24, 2025.pdf",14,-0.14285714285714285,0.21428571428571427,,10,-0.2,0.3,,4,0.0,0.0,
DOW,2024Q1,2024-01-25 13:00:00+00:00,2024-01-25,"Dow Inc., Q4 2023 Earnings Call, Jan 25, 2024.pdf",0,,,,0,,,,0,,,
DUK,2025Q1,2025-02-13 15:00:00+00:00,2025-02-13,"Duke Energy Corporation, Q4 2024 Earnings Call, Feb 13, 2025.pdf",2,1.0,0.0,,0,,,,2,1.0,0.0,
DOW,2025Q1,2025-01-30 13:00:00+00:00,2025-01-30,"Dow Inc., Q4 2024 Earnings Call, Jan 30, 2025.pdf",3,-0.3333333333333333,0.3333333333333333,,1,-1.0,1.0,,2,0.0,0.0,
,2025Q2,2025-05-02 12:00:00+00:00,2025-05-02,"DuPont de Nemours, Inc., Q1 2025 Earnings Call, May 02, 2025.pdf",23,-0.13043478260869565,0.17391304347826086,0.0,6,0.0,0.0,0.0,17,-0.17647058823529413,0.23529411764705882,0.0
,2024Q1,2024-02-06 13:00:00+00:00,2024-02-06,"DuPont de Nemours, Inc., Q4 2023 Earnings Call, Feb 06, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-02 14:00:00+00:00,2025-05-02,"EOG Resources, Inc., Q1 2025 Earnings Call, May 02, 2025.pdf",9,0.2222222222222222,0.1111111111111111,,4,0.5,0.0,,5,0.0,0.2,
,2025Q2,2025-05-08 12:00:00+00:00,2025-05-08,"EPAM Systems, Inc., Q1 2025 Earnings Call, May 08, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
EQT,2025Q2,2025-04-23 14:00:00+00:00,2025-04-23,"EQT Corporation, Q1 2025 Earnings Call, Apr 23, 2025.pdf",3,-0.6666666666666666,0.6666666666666666,-1.0,3,-0.6666666666666666,0.6666666666666666,-1.0,0,,,
EMN,2025Q3,2025-08-01 12:00:00+00:00,2025-08-01,"Eastman Chemical Company, Q2 2025 Earnings Call, Aug 01, 2025.pdf",29,-0.24827586206896549,0.3448275862068966,0.0,0,,,,29,-0.24827586206896549,0.3448275862068966,0.0
EMN,2025Q2,2025-04-25 12:00:00+00:00,2025-04-25,"Eastman Chemical Company, Q1 2025 Earnings Call, Apr 25, 2025.pdf",51,-0.11764705882352941,0.17647058823529413,0.0,0,,,,51,-0.11764705882352941,0.17647058823529413,0.0
EQT,2025Q3,2025-07-23 14:00:00+00:00,2025-07-23,"EQT Corporation, Q2 2025 Earnings Call, Jul 23, 2025.pdf",2,0.0,0.0,,1,0.0,0.0,,1,0.0,0.0,
EMN,2025Q1,2025-01-31 13:00:00+00:00,2025-01-31,"Eastman Chemical Company, Q4 2024 Earnings Call, Jan 31, 2025.pdf",5,-0.4,0.4,0.0,0,,,,5,-0.4,0.4,0.0
EMN,2024Q1,2024-02-02 13:00:00+00:00,2024-02-02,"Eastman Chemical Company, Q4 2023 Earnings Call, Feb 02, 2024.pdf",0,,,,0,,,,0,,,
ETN,2025Q2,2025-05-02 15:00:00+00:00,2025-05-02,"Eaton Corporation plc, Q1 2025 Earnings Call, May 02, 2025.pdf",24,-0.16666666666666666,0.20833333333333334,-0.16666666666666666,4,-0.25,0.25,-0.25,20,-0.15,0.2,0.0
ETN,2024Q1,2024-02-01 16:00:00+00:00,2024-02-02,"Eaton Corporation plc, Q4 2023 Earnings Call, Feb 01, 2024.pdf",1,1.0,0.0,,1,1.0,0.0,,0,,,
ECL,2025Q2,2025-04-29 17:00:00+00:00,2025-04-30,"Ecolab Inc., Q1 2025 Earnings Call, Apr 29, 2025.pdf",13,0.07692307692307693,0.07692307692307693,,3,0.3333333333333333,0.0,,10,0.0,0.1,
EIX,2025Q2,2025-04-29 20:30:00+00:00,2025-04-30,"Edison International, Q1 2025 Earnings Call, Apr 29, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
ECL,2025Q3,2025-07-29 17:00:00+00:00,2025-07-30,"Ecolab Inc., Q2 2025 Earnings Call, Jul 29, 2025.pdf",11,0.18181818181818182,0.09090909090909091,0.5,0,,,,11,0.18181818181818182,0.09090909090909091,0.5
EW,2024Q1,2024-02-06 22:00:00+00:00,2024-02-07,"Edwards Lifesciences Corporation, Q4 2023 Earnings Call, Feb 06, 2024.pdf",0,,,,0,,,,0,,,
ETN,2025Q1,2025-01-31 16:00:00+00:00,2025-02-01,"Eaton Corporation plc, Q4 2024 Earnings Call, Jan 31, 2025.pdf",2,-0.5,0.5,,0,,,,2,-0.5,0.5,
EW,2025Q3,2025-07-24 21:00:00+00:00,2025-07-25,"Edwards Lifesciences Corporation, Q2 2025 Earnings Call, Jul 24, 2025.pdf",8,-0.125,0.25,-0.3333333333333333,3,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,5,0.0,0.2,
,2024Q1,2024-01-30 22:00:00+00:00,2024-01-31,"Electronic Arts Inc., Q3 2024 Earnings Call, Jan 30, 2024.pdf",1,-1.0,1.0,,1,-1.0,1.0,,0,,,
,2025Q2,2025-04-22 12:30:00+00:00,2025-04-22,"Elevance Health, Inc., Q1 2025 Earnings Call, Apr 22, 2025.pdf",0,,,,0,,,,0,,,
,2024Q1,2024-01-24 13:30:00+00:00,2024-01-24,"Elevance Health, Inc., Q4 2023 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
EMR,2024Q1,2024-02-07 14:00:00+00:00,2024-02-07,"Emerson Electric Co., Q1 2024 Earnings Call, Feb 07, 2024.pdf",0,,,,0,,,,0,,,
EMR,2025Q1,2025-02-05 13:30:00+00:00,2025-02-05,"Emerson Electric Co., Q1 2025 Earnings Call, Feb 05, 2025.pdf",5,0.2,0.0,,4,0.25,0.0,,1,0.0,0.0,
LLY,2025Q1,2025-02-06 15:00:00+00:00,2025-02-06,"Eli Lilly and Company, Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
LLY,2024Q1,2024-02-06 15:00:00+00:00,2024-02-06,"Eli Lilly and Company, Q4 2023 Earnings Call, Feb 06, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-22 20:30:00+00:00,2025-07-23,"Enphase Energy, Inc., Q2 2025 Earnings Call, Jul 22, 2025.pdf",23,-0.043478260869565216,0.17391304347826086,0.0,12,0.08333333333333333,0.16666666666666666,0.0,11,-0.18181818181818182,0.18181818181818182,0.0
,2025Q1,2025-02-04 21:30:00+00:00,2025-02-05,"Enphase Energy, Inc., Q4 2024 Earnings Call, Feb 04, 2025.pdf",14,0.14285714285714285,0.07142857142857142,0.0,5,0.2,0.2,,9,0.1111111111111111,0.0,0.0
ETR,2025Q2,2025-04-29 15:00:00+00:00,2025-04-29,"Entergy Corporation, Q1 2025 Earnings Call, Apr 29, 2025.pdf",13,0.15384615384615385,0.07692307692307693,1.0,7,0.2857142857142857,0.0,1.0,6,0.0,0.16666666666666666,
ETR,2025Q3,2025-07-30 15:00:00+00:00,2025-07-30,"Entergy Corporation, Q2 2025 Earnings Call, Jul 30, 2025.pdf",3,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,
ETR,2025Q1,2025-02-18 15:00:00+00:00,2025-02-18,"Entergy Corporation, Q4 2024 Earnings Call, Feb 18, 2025.pdf",0,,,,0,,,,0,,,
ETR,2024Q4,2024-10-31 15:00:00+00:00,2024-10-31,"Entergy Corporation, Q3 2024 Earnings Call, Oct 31, 2024.pdf",9,0.3333333333333333,0.0,,1,1.0,0.0,,8,0.25,0.0,
,2025Q2,2025-04-30 21:30:00+00:00,2025-05-01,"Equinix, Inc., Q1 2025 Earnings Call, Apr 30, 2025.pdf",3,-0.3333333333333333,0.3333333333333333,,3,-0.3333333333333333,0.3333333333333333,,0,,,
EFX,2025Q3,2025-07-22 12:30:00+00:00,2025-07-22,"Equifax Inc., Q2 2025 Earnings Call, Jul 22, 2025.pdf",14,-0.14285714285714285,0.35714285714285715,0.3333333333333333,2,1.0,0.0,1.0,12,-0.3333333333333333,0.4166666666666667,-1.0
EFX,2025Q2,2025-04-22 12:30:00+00:00,2025-04-22,"Equifax Inc., Q1 2025 Earnings Call, Apr 22, 2025.pdf",6,-0.5,0.6666666666666666,,2,-1.0,1.0,,4,-0.25,0.5,
,2025Q1,2025-02-12 22:30:00+00:00,2025-02-13,"Equinix, Inc., Q4 2024 Earnings Call, Feb 12, 2025.pdf",0,,,,0,,,,0,,,
EFX,2025Q1,2025-02-06 13:30:00+00:00,2025-02-06,"Equifax Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",3,-0.3333333333333333,0.3333333333333333,,0,,,,3,-0.3333333333333333,0.3333333333333333,
EQR,2025Q2,2025-04-30 15:00:00+00:00,2025-04-30,"Equity Residential, Q1 2025 Earnings Call, Apr 30, 2025.pdf",8,0.0,0.0,,1,0.0,0.0,,7,0.0,0.0,
EQR,2024Q1,2024-01-31 16:00:00+00:00,2024-02-01,"Equity Residential, Q4 2023 Earnings Call, Jan 31, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-30 16:00:00+00:00,2025-05-01,"Essex Property Trust, Inc., Q1 2025 Earnings Call, Apr 30, 2025.pdf",8,-0.5,0.625,,0,,,,8,-0.5,0.625,
,2025Q2,2025-05-01 12:00:00+00:00,2025-05-01,"Everest Group, Ltd., Q1 2025 Earnings Call, May 01, 2025.pdf",8,-0.375,0.5,,3,-0.3333333333333333,0.3333333333333333,,5,-0.4,0.6,
,2025Q3,2025-07-30 16:00:00+00:00,2025-07-31,"Essex Property Trust, Inc., Q2 2025 Earnings Call, Jul 30, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
EQR,2025Q1,2025-02-04 16:00:00+00:00,2025-02-05,"Equity Residential, Q4 2024 Earnings Call, Feb 04, 2025.pdf",2,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,
,2024Q1,2024-02-07 19:00:00+00:00,2024-02-08,"Essex Property Trust, Inc., Q4 2023 Earnings Call, Feb 07, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-31 12:00:00+00:00,2025-07-31,"Everest Group, Ltd., Q2 2025 Earnings Call, Jul 31, 2025.pdf",3,-0.3333333333333333,0.3333333333333333,,0,,,,3,-0.3333333333333333,0.3333333333333333,
,2024Q1,2024-02-08 13:00:00+00:00,2024-02-08,"Everest Group, Ltd., Q4 2023 Earnings Call, Feb 08, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-08 13:00:00+00:00,2025-05-08,"Evergy, Inc., Q1 2025 Earnings Call, May 08, 2025.pdf",9,0.0,0.0,0.0,3,0.0,0.0,,6,0.0,0.0,0.0
ES,2025Q3,2025-08-01 13:00:00+00:00,2025-08-01,"Eversource Energy, Q2 2025 Earnings Call, Aug 01, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
ES,2025Q2,2025-05-02 13:00:00+00:00,2025-05-02,"Eversource Energy, Q1 2025 Earnings Call, May 02, 2025.pdf",15,-0.06666666666666667,0.2,,7,0.0,0.14285714285714285,,8,-0.125,0.25,
,2025Q1,2025-02-27 14:00:00+00:00,2025-02-27,"Evergy, Inc., Q4 2024 Earnings Call, Feb 27, 2025.pdf",17,0.23529411764705882,0.058823529411764705,,4,0.0,0.0,,13,0.3076923076923077,0.07692307692307693,
,2025Q2,2025-05-01 14:00:00+00:00,2025-05-01,"Exelon Corporation, Q1 2025 Earnings Call, May 01, 2025.pdf",4,0.0,0.25,,4,0.0,0.25,,0,,,
,2025Q3,2025-07-31 14:00:00+00:00,2025-07-31,"Exelon Corporation, Q2 2025 Earnings Call, Jul 31, 2025.pdf",3,0.0,0.0,,0,,,,3,0.0,0.0,
,2024Q4,2024-10-30 14:00:00+00:00,2024-10-30,"Exelon Corporation, Q3 2024 Earnings Call, Oct 30, 2024.pdf",3,0.0,0.0,,0,,,,3,0.0,0.0,
,2025Q1,2025-02-06 21:30:00+00:00,2025-02-07,"Expedia Group, Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-30 13:00:00+00:00,2025-04-30,"Expand Energy Corporation, Q1 2025 Earnings Call, Apr 30, 2025.pdf",11,-0.18181818181818182,0.18181818181818182,,1,-1.0,1.0,,10,-0.1,0.1,
XOM,2025Q2,2025-05-02 00:00:00+00:00,2025-05-02,"Exxon Mobil Corporation, Q1 2025 Pre Recorded Earnings Call, May 02, 2025.pdf",2,-0.5,0.5,0.0,2,-0.5,0.5,0.0,0,,,
EXR,2025Q3,2025-07-31 17:00:00+00:00,2025-08-01,"Extra Space Storage Inc., Q2 2025 Earnings Call, Jul 31, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
EXR,2025Q1,2025-02-26 18:00:00+00:00,2025-02-27,"Extra Space Storage Inc., Q4 2024 Earnings Call, Feb 26, 2025.pdf",0,,,,0,,,,0,,,
XOM,2025Q2,2025-05-02 13:30:00+00:00,2025-05-02,"Exxon Mobil Corporation, Q1 2025 Earnings Call, May 02, 2025.pdf",10,-0.2,0.3,0.5,2,0.5,0.0,1.0,8,-0.375,0.375,0.0
EXR,2025Q2,2025-04-30 17:00:00+00:00,2025-05-01,"Extra Space Storage Inc., Q1 2025 Earnings Call, Apr 30, 2025.pdf",5,-0.4,0.4,,0,,,,5,-0.4,0.4,
XOM,2025Q3,2025-08-01 13:30:00+00:00,2025-08-01,"Exxon Mobil Corporation, Q2 2025 Earnings Call, Aug 01, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
XOM,2024Q1,2024-02-02 13:30:00+00:00,2024-02-02,"Exxon Mobil Corporation, Q4 2023 Earnings Call, Feb 02, 2024.pdf",0,,,,0,,,,0,,,
,2024Q1,2024-01-29 21:30:00+00:00,2024-01-30,"F5, Inc., Q1 2024 Earnings Call, Jan 29, 2024.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
XOM,2025Q1,2025-01-31 14:30:00+00:00,2025-01-31,"Exxon Mobil Corporation, Q4 2024 Earnings Call, Jan 31, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
,2025Q2,2025-04-28 20:30:00+00:00,2025-04-29,"F5, Inc., Q2 2025 Earnings Call, Apr 28, 2025.pdf",8,0.0,0.125,0.5,5,0.2,0.0,0.5,3,-0.3333333333333333,0.3333333333333333,
FDS,2025Q1,2025-03-20 13:00:00+00:00,2025-03-20,"FactSet Research Systems Inc., Q2 2025 Earnings Call, Mar 20, 2025.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-30 20:30:00+00:00,2025-07-31,"F5, Inc., Q3 2025 Earnings Call, Jul 30, 2025.pdf",3,0.3333333333333333,0.0,,1,0.0,0.0,,2,0.5,0.0,
,2024Q1,2024-02-07 22:30:00+00:00,2024-02-08,"FLEETCOR Technologies, Inc., Q4 2023 Earnings Call, Feb 07, 2024.pdf",0,,,,0,,,,0,,,
FICO,2024Q1,2024-01-25 22:00:00+00:00,2024-01-26,"Fair Isaac Corporation, Q1 2024 Earnings Call, Jan 25, 2024.pdf",0,,,,0,,,,0,,,
FDS,2025Q3,2025-09-18 13:00:00+00:00,2025-09-18,"FactSet Research Systems Inc., Q4 2025 Earnings Call, Sep 18, 2025.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-24 16:00:00+00:00,2025-04-25,Fastenal Company - ShareholderAnalyst Call.pdf,1,0.0,0.0,,1,0.0,0.0,,0,,,
,2025Q2,2025-04-11 14:00:00+00:00,2025-04-11,"Fastenal Company, Q1 2025 Earnings Call, Apr 11, 2025.pdf",29,-0.034482758620689655,0.10344827586206896,0.0,10,-0.2,0.2,,19,0.05263157894736842,0.05263157894736842,0.0
,2025Q1,2025-01-17 15:00:00+00:00,2025-01-17,"Fastenal Company, Q4 2024 Earnings Call, Jan 17, 2025.pdf",9,0.3333333333333333,0.0,,2,0.0,0.0,,7,0.42857142857142855,0.0,
FDX,2025Q3,2025-09-18 21:30:00+00:00,2025-09-19,"FedEx Corporation, Q1 2026 Earnings Call, Sep 18, 2025.pdf",7,0.42857142857142855,0.0,,4,0.75,0.0,,3,0.0,0.0,
,2024Q1,2024-01-18 15:00:00+00:00,2024-01-18,"Fastenal Company, Q4 2023 Earnings Call, Jan 18, 2024.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
FRT,2025Q2,2025-05-08 21:00:00+00:00,2025-05-09,"Federal Realty Investment Trust, Q1 2025 Earnings Call, May 08, 2025.pdf",7,0.0,0.14285714285714285,0.0,6,0.16666666666666666,0.0,0.0,1,-1.0,1.0,
FDX,2025Q1,2025-03-20 21:30:00+00:00,2025-03-21,"FedEx Corporation, Q3 2025 Earnings Call, Mar 20, 2025.pdf",5,-0.2,0.4,,0,,,,5,-0.2,0.4,
FRT,2025Q1,2025-02-13 22:00:00+00:00,2025-02-14,"Federal Realty Investment Trust, Q4 2024 Earnings Call, Feb 13, 2025.pdf",6,0.0,0.0,,0,,,,6,0.0,0.0,
,2025Q2,2025-05-06 12:30:00+00:00,2025-05-06,"Fidelity National Information Services, Inc., Q1 2025 Earnings Call, May 06, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2025Q2,2025-04-17 13:00:00+00:00,2025-04-17,"Fifth Third Bancorp, Q1 2025 Earnings Call, Apr 17, 2025.pdf",20,0.2,0.05,0.3333333333333333,1,1.0,0.0,1.0,19,0.15789473684210525,0.05263157894736842,0.0
,2024Q1,2024-01-19 14:00:00+00:00,2024-01-19,"Fifth Third Bancorp, Q4 2023 Earnings Call, Jan 19, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-01-21 14:00:00+00:00,2025-01-21,"Fifth Third Bancorp, Q4 2024 Earnings Call, Jan 21, 2025.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
,2025Q3,2025-07-31 20:30:00+00:00,2025-08-01,"First Solar, Inc., Q2 2025 Earnings Call, Jul 31, 2025.pdf",41,-0.3170731707317073,0.36585365853658536,-0.42857142857142855,30,-0.4,0.4666666666666667,-0.42857142857142855,11,-0.09090909090909091,0.09090909090909091,
,2025Q2,2025-04-29 20:30:00+00:00,2025-04-30,"First Solar, Inc., Q1 2025 Earnings Call, Apr 29, 2025.pdf",91,-0.2399267399267399,0.3076923076923077,-0.35,56,-0.3363095238095238,0.42857142857142855,-0.4375,35,-0.08571428571428572,0.11428571428571428,0.0
,2024Q4,2024-10-29 20:30:00+00:00,2024-10-30,"First Solar, Inc., Q3 2024 Earnings Call, Oct 29, 2024.pdf",3,-0.3333333333333333,0.6666666666666666,1.0,1,-1.0,1.0,,2,0.0,0.5,1.0
,2025Q1,2025-02-25 21:30:00+00:00,2025-02-26,"First Solar, Inc., Q4 2024 Earnings Call, Feb 25, 2025.pdf",21,-0.09523809523809523,0.14285714285714285,0.0,10,0.0,0.1,,11,-0.18181818181818182,0.18181818181818182,0.0
FE,2025Q1,2025-02-27 13:00:00+00:00,2025-02-27,"FirstEnergy Corp., Q4 2024 Earnings Call, Feb 27, 2025.pdf",0,,,,0,,,,0,,,
,2024Q1,2024-02-06 13:00:00+00:00,2024-02-06,"Fiserv, Inc., Q4 2023 Earnings Call, Feb 06, 2024.pdf",0,,,,0,,,,0,,,
F,2024Q1,2024-02-06 22:00:00+00:00,2024-02-07,"Ford Motor Company, Q4 2023 Earnings Call, Feb 06, 2024.pdf",17,0.058823529411764705,0.058823529411764705,0.0,12,0.08333333333333333,0.0,0.0,4,-0.25,0.25,
,2025Q2,2025-05-07 20:30:00+00:00,2025-05-08,"Fortinet, Inc., Q1 2025 Earnings Call, May 07, 2025.pdf",18,0.1111111111111111,0.0,0.5,5,0.0,0.0,,13,0.15384615384615385,0.0,0.5
,2025Q1,2025-02-06 21:30:00+00:00,2025-02-07,"Fortinet, Inc., Q4 2024 Earnings Call, Feb 06, 2025.pdf",9,-0.4444444444444444,0.4444444444444444,-1.0,0,,,,9,-0.4444444444444444,0.4444444444444444,-1.0
,2024Q1,2024-02-06 21:30:00+00:00,2024-02-07,"Fortinet, Inc., Q4 2023 Earnings Call, Feb 06, 2024.pdf",3,-0.3333333333333333,0.3333333333333333,,0,,,,3,-0.3333333333333333,0.3333333333333333,
FTV,2025Q3,2025-07-30 16:00:00+00:00,2025-07-31,"Fortive Corporation, Q2 2025 Earnings Call, Jul 30, 2025.pdf",20,-0.35,0.4,-1.0,11,-0.45454545454545453,0.5454545454545454,-1.0,9,-0.2222222222222222,0.2222222222222222,
