ticker,quarter,m01p01,0p1,0p2
AKAM,2024Q1,-0.10649566602013064,-0.10212967481479195,-0.13682180503394964
AKAM,2024Q2,-0.10822951323163554,-0.11160550222901794,-0.11160550222901794
AKAM,2024Q3,0.0953086891606179,0.08186265010046521,0.08186265010046521
AKAM,2024Q4,-0.1403400928606008,-0.14760049665743522,-0.14760049665743522
AKAM,2025Q1,,,
AKAM,2025Q2,,,
AKAM,2025Q3,,,
ALB,2023Q4,-0.06812716758496053,-0.0580003443728562,-0.05886394734019634
ALB,2024Q1,-0.015395136085189429,-0.013737415416544538,0.05217693795932385
ALB,2024Q2,-0.00187606277008278,0.005999806448951015,0.014013175612189864
ALB,2024Q3,0.06705706408256157,0.0436823037627065,0.04100782218677837
ALB,2024Q4,-0.12124911580578968,-0.08100619133899514,-0.08456280065509393
ALB,2025Q1,,,
ALB,2025Q2,,,
ALB,2025Q3,,,
ALGN,2023Q4,-0.2685060331785264,-0.25061502694402626,-0.24187062222702627
ALGN,2024Q1,0.024145138089296147,0.025887912075425592,0.03222429721074333
ALGN,2024Q2,0.023224907627788983,0.012799127421192382,-0.025275043392678304
ALGN,2024Q3,-0.09321625904878365,-0.08508710311983977,-0.12905310846473267
ALGN,2024Q4,0.011432088945324083,0.03600685096300246,0.05452160572707153
ALGN,2025Q1,,,
ALGN,2025Q2,,,
ALGN,2025Q3,,,
ALL,2023Q4,-0.04006083930558191,,
ALL,2024Q1,0.02012193099881006,,
ALL,2024Q2,-0.021085777103321733,,
ALL,2024Q3,0.04377285869960022,,
ALL,2024Q4,-0.02155633677283455,,
ALL,2025Q1,,,
ALL,2025Q2,,,
ALL,2025Q3,,,
ALLE,2023Q4,-0.007487154181749959,0.001575510606865194,-0.026228528978731944
ALLE,2024Q1,0.0028006353043952556,0.0028006353043952556,-0.021043653001515283
ALLE,2024Q2,-0.02911289957404533,-0.02562182705924698,-0.02562182705924698
ALLE,2024Q3,0.04512944075832328,0.0469341249691998,0.06369853372431095
ALLE,2024Q4,-0.04639712936957748,-0.05068385220700793,-0.05068385220700793
ALLE,2025Q1,,,
ALLE,2025Q2,,,
ALLE,2025Q3,,,
AMAT,2023Q4,-0.0186557492148696,-0.03492103698832957,-0.03492103698832957
AMAT,2024Q1,0.0940632329793558,0.0755242716867801,0.0755242716867801
AMAT,2024Q2,-0.02155257017415669,,
AMAT,2024Q3,0.00113834130168591,0.001414209839929962,0.001414209839929962
AMAT,2024Q4,-0.023049705273614135,-0.005097253833752334,-0.005097253833752334
AMAT,2025Q1,,,
AMAT,2025Q2,,,
AMAT,2025Q3,,,
AMCR,2023Q4,-0.012552500012531224,-0.02446631694712062,-0.03590153673179462
AMCR,2024Q1,0.005395333458202877,0.014361478822972115,-0.011399838145778801
AMCR,2024Q2,0.11361748854569192,0.10475554500141392,0.1061823625707414
AMCR,2024Q3,-0.051731660569538325,-0.04331423752107578,-0.04331423752107578
AMCR,2024Q4,-0.05818675297196477,-0.06714351262203365,-0.06714351262203365
AMCR,2025Q1,,,
AMCR,2025Q2,,,
AMCR,2025Q3,,,
AMD,2023Q4,0.09623226279241957,0.10122401759518238,0.1039014372105446
AMD,2024Q1,-0.03009546154313953,-0.010745148289959136,-0.02257462005009819
AMD,2024Q2,-0.05219707479988772,-0.06932569972150737,-0.09162850352638197
AMD,2024Q3,0.023488433720472202,0.026461285603495435,-0.03148607190775208
AMD,2024Q4,-0.041270976883661194,-0.061686718323495246,-0.04643489486807825
AMD,2025Q1,,,
AMD,2025Q2,,,
AMD,2025Q3,,,
AME,2023Q4,0.006573290071174125,0.009873289260931385,-0.0005049966814622622
AME,2024Q1,-0.009581403174043657,-0.01113037218791876,-0.015566704370524794
AME,2024Q2,-0.06203419213841886,-0.05888420231714711,-0.05888420231714711
AME,2024Q3,-0.1073573287779512,-0.08821082762742671,-0.08821082762742671
AME,2024Q4,0.08010420764257176,0.07053342787826285,0.07053342787826285
AME,2025Q1,,,
AME,2025Q2,,,
AME,2025Q3,,,
AMGN,2023Q4,-0.025531554044141258,-0.021353526716392644,-0.013834719970534143
AMGN,2024Q1,-0.0919320868274277,-0.08886398397554965,-0.08887398960250896
AMGN,2024Q2,0.13544618526294977,0.11797398164272672,0.11797398164272672
AMGN,2024Q3,-0.03136512039256986,-0.0363232179667493,-0.020471575014361813
AMGN,2024Q4,0.023746197099396297,0.023385294407495594,0.020628217331131952
AMGN,2025Q1,,,
AMGN,2025Q2,,,
AMGN,2025Q3,,,
AMP,2023Q4,0.029930895643400145,0.023182234040025396,0.010595426020240342
AMP,2024Q1,-0.0007181870968085528,-0.0020293730193613156,-0.0007473279822355103
AMP,2024Q2,-0.047350157682660876,-0.047350157682660876,-0.03726972044178056
AMP,2024Q3,0.0684709272765986,0.062455541993554554,0.0477246833335077
AMP,2024Q4,-0.036224613029876555,-0.027538763250220262,-0.02104874799342464
AMP,2025Q1,,,
AMP,2025Q2,,,
AMP,2025Q3,,,
AMT,2023Q4,0.0985431281869108,0.0864356940955284,0.0864356940955284
AMT,2024Q1,0.014823646087161042,0.027820174804630227,0.04269380314706201
AMT,2024Q2,0.03281685555832464,0.007622801709352702,0.023589697412208156
AMT,2024Q3,0.03040554332670009,0.018866782281070228,0.07795992461262252
AMT,2024Q4,-0.051535049387472005,-0.0405025742075216,-0.043314631364612076
AMT,2025Q1,,,
AMT,2025Q2,,,
AMT,2025Q3,,,
AMZN,2023Q4,0.02598000325609024,0.059324549852136456,0.059324549852136456
AMZN,2024Q1,0.04262236838510638,0.04443918511189088,0.04443918511189088
AMZN,2024Q2,0.02587776657090232,0.024002066968352016,0.029999199524481678
AMZN,2024Q3,-0.038753154293760826,-0.06931838560277445,-0.06931838560277445
AMZN,2024Q4,0.06739429772369233,0.04969499539285352,0.04969499539285352
AMZN,2025Q1,,,
AMZN,2025Q2,,,
AMZN,2025Q3,,,
ANET,2023Q4,0.13737439754245848,0.13737439754245848,0.16257192108898258
ANET,2024Q1,-0.040593876734532956,-0.040593876734532956,-0.06001304999688494
ANET,2024Q2,0.038041123602219395,0.051995603234408605,0.060700252442042364
ANET,2024Q3,0.058993886926793485,0.06157664928326828,0.06022619519322486
ANET,2024Q4,-0.08313697105091472,-0.09915839399861576,-0.09915839399861576
ANET,2025Q1,,,
ANET,2025Q2,,,
ANET,2025Q3,,,
AON,2023Q4,-0.022451235570555735,,
AON,2024Q1,-0.02730791458888993,,
AON,2024Q2,-0.07672764047289418,,
AON,2024Q3,0.0890987603390113,,
AON,2024Q4,0.0518218957894991,,
AON,2025Q1,,,
AON,2025Q2,,,
AON,2025Q3,,,
AOS,2023Q4,0.06198383645278916,,
AOS,2024Q1,-0.027144208224469196,-0.02915944527997657,-0.01232631107754361
AOS,2024Q2,-0.06106602961723524,-0.05131489288816536,-0.05131489288816536
AOS,2024Q3,-0.0725159451207013,-0.06255055384068645,-0.04713882689498429
AOS,2024Q4,-0.0014965395710132392,-0.012135420293987648,-0.012230298955022601
AOS,2025Q1,,,
AOS,2025Q2,,,
AOS,2025Q3,,,
APA,2023Q4,-0.09645863498471027,-0.08550589160149488,-0.08550589160149488
APA,2024Q1,-0.032784967127530415,-0.043424866832791335,-0.043424866832791335
APA,2024Q2,-0.0708654503648505,-0.05316940771660243,-0.05316940771660243
APA,2024Q3,-0.04492538753494328,-0.039302513576301455,-0.039302513576301455
APA,2024Q4,-0.1151244692177492,-0.09438224708722827,-0.09438224708722827
APA,2025Q1,,,
APA,2025Q2,,,
APA,2025Q3,,,
APD,2023Q4,-0.11383916672033753,-0.10799929805359784,-0.07829768745169866
APD,2024Q1,-0.14624937087444068,-0.14624937087444068,-0.16418355437591553
APD,2024Q2,0.03550766785809402,0.024737895293818094,0.04872591168333099
APD,2024Q3,0.09482197088260713,0.11415206744467038,0.11415206744467038
APD,2024Q4,0.004798856597040058,0.02253987461339671,0.02253987461339671
APD,2025Q1,,,
APD,2025Q2,,,
APD,2025Q3,,,
APH,2023Q4,0.030421732441248968,0.038187362797143715,0.036164282865126546
APH,2024Q1,0.019716596818067762,0.022277687648458604,0.01943136139910432
APH,2024Q2,0.05132792369851487,0.04388158008004943,0.047523627692022535
APH,2024Q3,-0.050612430105499345,-0.04859909588303665,-0.028076553484763823
APH,2024Q4,0.06284854395442764,0.05750176813994258,0.04931951737792607
APH,2025Q1,,,
APH,2025Q2,,,
APH,2025Q3,,,
APO,2023Q4,-0.014549978600803561,0.0315943196278714,0.01626403798343922
APO,2024Q1,0.011321794588719673,0.01647238362420407,-0.0013537602855080572
APO,2024Q2,-0.01831409217797899,-0.009483561645295437,-0.009483561645295437
APO,2024Q3,-0.10854892293128113,-0.14043068394655828,-0.14043068394655828
APO,2024Q4,0.06889276111229392,0.07149735018667652,0.05609231106722441
APO,2025Q1,,,
APO,2025Q2,,,
APO,2025Q3,,,
APTV,2023Q4,-0.1747063906578397,-0.15370142273848658,-0.15370142273848658
APTV,2024Q1,-0.0238407950542547,-0.024695679082449674,-0.02331069492250885
APTV,2024Q2,0.11339525585659285,0.1299322119418541,0.1299322119418541
APTV,2024Q3,0.10625740894709287,0.0884057934916759,0.0884057934916759
APTV,2024Q4,-0.17239063969955895,-0.1708085825475709,-0.1708085825475709
APTV,2025Q1,,,
APTV,2025Q2,,,
APTV,2025Q3,,,
ARE,2023Q4,0.004391076071044888,0.004391076071044888,-0.005821003304385319
ARE,2024Q1,-0.03468688064595089,-0.03468688064595089,-0.008949117742029378
ARE,2024Q2,-0.0027886965890385335,-0.0027886965890385335,-0.0012831007867901995
ARE,2024Q3,-0.055974215733811235,-0.055974215733811235,-0.08430591790139079
ARE,2024Q4,-0.01564484356297504,-0.01564484356297504,0.0033405301427247465
ARE,2025Q1,,,
ARE,2025Q2,,,
ARE,2025Q3,,,
ATO,2023Q4,0.003971058337770252,0.021253324985713466,0.020323426588068398
ATO,2024Q1,,,
ATO,2024Q2,-0.0027200937902148187,-0.012153404581022195,-0.03348863702269704
ATO,2024Q3,-0.011526401251362055,-0.0062770192581171405,0.002336309537441357
ATO,2024Q4,0.007108698197395874,0.009173400272799254,0.02972871435975486
ATO,2025Q1,,,
ATO,2025Q2,,,
ATO,2025Q3,,,
AVB,2023Q4,-0.0014011805554977712,0.0023743046243533544,0.0023743046243533544
AVB,2024Q1,-0.003952110837492782,-0.019490410413124576,-0.019490410413124576
AVB,2024Q2,0.012315962532052372,,
AVB,2024Q3,0.05283857652952096,0.0729576655246446,0.0729576655246446
AVB,2024Q4,0.005596022815332877,-0.008609885378209413,0.012089611598941594
AVB,2025Q1,,,
AVB,2025Q2,,,
AVB,2025Q3,,,
AVGO,2023Q4,0.025767818728785835,0.02698619167268578,0.02698619167268578
AVGO,2024Q1,-0.03634085134625316,-0.03432450115484019,-0.03432450115484019
AVGO,2024Q2,0.1121809569103096,0.11091191268281593,0.13896151954991745
AVGO,2024Q3,-0.058753313260025045,-0.06939500086343867,-0.06939500086343867
AVGO,2024Q4,0.2816781275330675,0.23951191298064264,0.23951191298064264
AVGO,2025Q1,,,
AVGO,2025Q2,,,
AVGO,2025Q3,,,
AVY,2023Q4,0.0031438709793262,0.001780900551878994,0.014973815309055486
AVY,2024Q1,0.006511374656517847,0.004020807934335688,0.002367351342038128
AVY,2024Q2,0.016472793394516273,0.03037729690736739,0.03392799743531903
AVY,2024Q3,-0.01987366105611214,-0.029160878940595658,-0.05804852510489014
AVY,2024Q4,-0.04370679141145586,-0.030131233599779948,-0.014219150443771457
AVY,2025Q1,,,
AVY,2025Q2,,,
AVY,2025Q3,,,
AWK,2023Q4,0.04291207773527655,0.043846862008518346,0.0795762870907677
AWK,2024Q1,-0.0005772652868346641,0.009389469466446695,0.0028616649946496863
AWK,2024Q2,0.03082197668372341,0.022119636412483403,0.04453189338571743
AWK,2024Q3,0.04540019591934471,0.012846228153023602,0.045396858026732254
AWK,2024Q4,-0.003228714782169625,0.013615311627512429,0.0007995480141308985
AWK,2025Q1,,,
AWK,2025Q2,,,
AWK,2025Q3,,,
AXON,2023Q4,0.06806547957898286,0.06262717034509939,0.016360843262948996
AXON,2024Q1,0.12387163749882867,0.12477819764955345,0.12317744123704202
AXON,2024Q2,-0.03442078772858176,-0.03442078772858176,-0.036498107397391386
AXON,2024Q3,0.22465745761054132,0.215315869432744,0.23975274335395722
AXON,2024Q4,0.2935826158711524,0.2936124096262125,0.2936124096262125
AXON,2025Q1,,,
AXON,2025Q2,,,
AXON,2025Q3,,,
AXP,2023Q4,-0.03667818038445245,,
AXP,2024Q1,0.07607893416495774,,
AXP,2024Q2,0.055702874339144254,,
AXP,2024Q3,-0.018114745389015613,,
AXP,2024Q4,-0.01849853248678364,,
AXP,2025Q1,,,
AXP,2025Q2,,,
AXP,2025Q3,,,
AZO,2023Q4,0.03102131010815756,0.02231536002572164,-0.011757290224462834
AZO,2024Q1,0.08441693506474546,0.07637532297364705,0.07766423228026441
AZO,2024Q2,-0.04441018076523795,-0.05036507531160128,-0.04060213243066822
AZO,2024Q3,0.026663203798477718,0.01837646539978067,0.04068060378747464
AZO,2024Q4,0.013440861504605559,0.007178296820374502,0.007636997860535911
AZO,2025Q1,,,
AZO,2025Q2,,,
AZO,2025Q3,,,
BA,2023Q4,0.014870696254501853,,0.03811774482006275
BA,2024Q1,0.05158324254927961,,-0.015984081172271857
BA,2024Q2,-0.00635874907024557,,0.026358899853304727
BA,2024Q3,-0.02513368764888474,,-0.07801959118192445
BA,2024Q4,-0.01735052994671166,,-0.003850829672770028
BA,2025Q1,,,
BA,2025Q2,,,
BA,2025Q3,,,
BAC,2023Q4,0.026059807291351267,,0.012940450617854567
BAC,2024Q1,,,
BAC,2024Q2,-0.009947039471725035,,0.009130153998547733
BAC,2024Q3,0.003975335719426792,,-0.03870666329874119
BAC,2024Q4,0.004001732225344178,0.00950304550325003,0.0036412207359909606
BAC,2025Q1,,,
BAC,2025Q2,,,
BAC,2025Q3,,,
BALL,2023Q4,0.02375717859241222,0.03787962438400485,0.03787962438400485
BALL,2024Q1,0.07016797093298409,0.07085400003760348,0.07085400003760348
BALL,2024Q2,0.07382438193154289,,
BALL,2024Q3,0.045265848032663855,0.0606155932387057,0.0606155932387057
BALL,2024Q4,-0.061773545370646825,-0.0755445749744659,-0.0755445749744659
BALL,2025Q1,,,
BALL,2025Q2,,,
BALL,2025Q3,,,
BAX,2023Q4,0.0072316826485021475,-0.0021814227032788923,-0.0021814227032788923
BAX,2024Q1,-0.00910908879666664,-0.006063289611664146,-0.006063289611664146
BAX,2024Q2,-0.09035626411446288,-0.08360324085998277,-0.08360324085998277
BAX,2024Q3,0.07935014874079306,0.06628079297406211,0.06441986073014597
BAX,2024Q4,-0.031029579585803383,,
BAX,2025Q1,,,
BAX,2025Q2,,,
BAX,2025Q3,,,
BBY,2023Q4,-0.00482174112974215,0.0017245237174061752,0.0017245237174061752
BBY,2024Q1,-0.014951021087129323,-0.02827127380951265,-0.02827127380951265
BBY,2024Q2,0.1437647334193627,0.1435884106557531,0.1435884106557531
BBY,2024Q3,0.13395832821746168,0.14378671188668984,0.14378671188668984
BBY,2024Q4,-0.02388388367909359,-0.04742377553932791,-0.04742377553932791
BBY,2025Q1,,,
BBY,2025Q2,,,
BBY,2025Q3,,,
BDX,2023Q4,-0.09383899405547348,-0.08870742630469983,-0.08870742630469983
BDX,2024Q1,0.008788869050621281,-0.010914543887094747,-0.010914543887094747
BDX,2024Q2,0.005080221181849549,0.004502943283400795,0.004502943283400795
BDX,2024Q3,-9.93719842632794e-05,0.030988077149878123,0.030988077149878123
BDX,2024Q4,-0.03588728997831889,-0.02428442372214817,-0.02428442372214817
BDX,2025Q1,,,
BDX,2025Q2,,,
BDX,2025Q3,,,
BEN,2023Q4,-0.025726304389818384,-0.014600495014592483,-0.005692957014857071
BEN,2024Q1,-0.02879948386379461,-0.02879948386379461,-0.020419298476703013
BEN,2024Q2,-0.06943517549009667,-0.06943517549009667,-0.08072142561392012
BEN,2024Q3,-0.013646576140839719,,
BEN,2024Q4,0.008571498532906719,0.008571498532906719,-0.0336370398991893
BEN,2025Q1,,,
BEN,2025Q2,,,
BEN,2025Q3,,,
BG,2023Q4,0.037681986549323615,,
BG,2024Q1,-0.026142389656702226,-0.03986208826267758,-0.015898708379063237
BG,2024Q2,-0.05381733682336773,-0.047892418558287936,-0.061931429432235605
BG,2024Q3,-0.08749691049655003,-0.10452792715854671,-0.1444556226294879
BG,2024Q4,-0.06034840726083386,-0.04515133714438205,-0.056135080515772914
BG,2025Q1,,,
BG,2025Q2,,,
BG,2025Q3,,,
BIIB,2023Q4,-0.10175682144034673,-0.07645867099562317,-0.0828999038200923
BIIB,2024Q1,-0.08313589637849486,-0.0958732948500218,-0.09068729154045226
BIIB,2024Q2,0.05094756505524857,0.059102045703903955,0.08875039663621044
BIIB,2024Q3,-0.01444923524368389,0.014939969878289945,0.014939969878289945
BIIB,2024Q4,-0.04576600748909294,-0.042034093105041484,-0.04238028723795407
BIIB,2025Q1,,,
BIIB,2025Q2,,,
BIIB,2025Q3,,,
BK,2023Q4,0.04471876374055709,,0.0051380515857963535
BK,2024Q1,,,
BK,2024Q2,-0.00549695213631805,,0.015051787525853776
BK,2024Q3,,,
BK,2024Q4,,,
BK,2025Q1,,,
BK,2025Q2,,,
BK,2025Q3,,,
BKNG,2023Q4,-0.02471612301194402,-0.0035689223804688756,-0.0035689223804688756
BKNG,2024Q1,-0.08389894031284549,-0.09257085794643251,-0.09257085794643251
BKNG,2024Q2,0.02023780156673915,0.02226100035770638,0.02226100035770638
BKNG,2024Q3,-0.09764096228650078,-0.06206016839795064,-0.06206016839795064
BKNG,2024Q4,0.09872357003792998,0.08153176030870822,0.09389165618562909
BKNG,2025Q1,,,
BKNG,2025Q2,,,
BKNG,2025Q3,,,
BKR,2023Q4,0.019217460102871245,,
BKR,2024Q1,-0.04320012420812588,,0.007553729081200356
BKR,2024Q2,0.009834621042388168,,0.004717628502136306
BKR,2024Q3,,,
BKR,2024Q4,0.02229376965776495,,0.018966482855713947
BKR,2025Q1,,,
BKR,2025Q2,,,
BKR,2025Q3,,,
BLDR,2023Q4,0.08453410569813272,0.0803583489019764,0.0949477824285547
BLDR,2024Q1,0.005495647553438718,-0.008703160643198489,-0.008703160643198489
BLDR,2024Q2,-0.17979044713410228,-0.17762889051523667,-0.15771743754436776
BLDR,2024Q3,0.05031915090504593,0.016794394048774162,-0.008374413271297662
BLDR,2024Q4,-0.10558786268334719,-0.1048914428969992,-0.07757559936240764
BLDR,2025Q1,,,
BLDR,2025Q2,,,
BLDR,2025Q3,,,
BLK,2023Q4,,,
BLK,2024Q1,,,
BLK,2024Q2,,,
BLK,2024Q3,0.0004685629952778849,,0.018556095044244582
BLK,2024Q4,0.021610414227787516,,
BLK,2025Q1,,,
BLK,2025Q2,,,
BLK,2025Q3,,,
BMY,2023Q4,-0.06481629142381846,-0.08575630832531791,-0.08575630832531791
