ticker,quarter,surprise_pct,sue_z
ABNB,2022Q1,-1.4710743801652892,-0.21929139924875748
ABNB,2022Q2,-1.308108108108108,-0.08820798743317519
ABNB,2022Q3,-1.2701421800947867,-0.097613437887569
ABNB,2022Q4,-1.22265625,-0.11169708971748231
ABNB,2023Q1,-0.11428571428571425,-0.044626123519852706
ABNB,2023Q2,-0.18421052631578944,-0.0333484094913066
ABNB,2023Q3,-0.26190476190476186,-0.05127275604585692
ABNB,2023Q4,-0.6678571428571428,-0.06877978639396848
ABNB,2024Q1,0.9675925925925924,0.6271796581663026
ABNB,2024Q2,0.9540229885057473,0.04144534241232438
ABNB,2024Q3,1.0681265206812651,0.04439227415146961
ABNB,2024Q4,1.1410579345088159,0.09703765093205606
ABNB,2025Q1,-0.055172413793103295,-0.06055854287075645
ABNB,2025Q2,-0.04195804195804189,-0.04105660703562307
ABT,2020Q1,-0.95,-0.2581978725081803
ABT,2020Q2,-0.39575971731448756,-0.1383998396395695
ABT,2020Q3,-0.924,-0.15569106910053637
ABT,2020Q4,-0.900561797752809,-0.10068253201323622
ABT,2021Q1,-0.6427435387673957,-0.14740204161510387
ABT,2021Q2,-0.6011952191235059,-0.060500574565824486
ABT,2021Q3,-0.5480812641083521,-0.052981221868120036
ABT,2021Q4,-0.592079207920792,-0.06889222960717327
ABT,2022Q1,-0.5734989648033126,-0.10180968973762762
ABT,2022Q2,-0.4156378600823046,-0.061446713027128855
ABT,2022Q3,-0.43313373253493015,-0.06850620680345813
ABT,2022Q4,-0.45489443378119004,-0.08663522276738643
ABT,2023Q1,-0.37386363636363645,-0.0550290846908106
ABT,2023Q2,-0.3590909090909092,-0.03979880831970594
ABT,2023Q3,-0.3590909090909092,-0.05530681829099652
ABT,2023Q4,-0.30067567567567577,-0.05363317879466543
ABT,2024Q1,-0.42282608695652163,-0.18348411991177324
ABT,2024Q2,-0.42656587473002155,-0.012147901237024847
ABT,2024Q3,-0.4290322580645161,-0.022811154110480396
ABT,2024Q4,-0.4314775160599571,0.003862645559570962
ABT,2025Q1,-0.5495145631067961,-0.3385057744011498
ABT,2025Q2,-0.5271844660194175,-0.06944631123803449
ACGL,2020Q1,-0.0440677966101696,-0.02326276158991232
ACGL,2020Q2,1.6603773584905657,-0.009134395904209097
ACGL,2020Q3,1.4521739130434783,-0.03315466110810253
ACGL,2020Q4,1.2559999999999998,-0.05338326226063241
ACGL,2021Q1,-0.5436241610738255,-0.13006034364061833
ACGL,2021Q2,-0.5358361774744027,-0.05880150754968965
ACGL,2021Q3,-0.575,-0.05370770380145108
ACGL,2021Q4,-0.5828220858895705,-0.06843514498425311
ACGL,2022Q1,-0.19004524886877824,-0.051620260197362336
ACGL,2022Q2,-0.1770114942528735,-0.054291353315580944
ACGL,2022Q3,-0.23010752688172048,-0.06144590687302573
ACGL,2022Q4,-0.10499999999999998,-0.07521370171650862
ACGL,2023Q1,-0.1518324607329843,-0.04613086376224319
ACGL,2023Q2,-0.22239999999999996,-0.03475701423244893
ACGL,2023Q3,-0.2713643178410794,-0.05166540909943865
ACGL,2023Q4,-0.3848101265822785,-0.05710381015100056
ACGL,2024Q1,0.058897243107769275,0.09737779634564259
ACGL,2024Q2,-0.005882352941176554,0.004182662541140042
ACGL,2024Q3,-0.06835722160970242,-0.0066214224117672246
ACGL,2024Q4,-0.04949381327334097,0.02649573376529098
ACGL,2025Q1,0.17468354430379734,0.06867953098658436
ACGL,2025Q2,0.20990873533246407,-0.026320345877703006
ACN,2020Q1,-0.06122448979591831,-0.027712001391193692
ACN,2020Q2,-0.03030303030303024,-0.11542426988379621
ACN,2020Q3,-0.036649214659685785,-0.10993146486113163
ACN,2020Q4,-0.07213930348258697,-0.08251297199114802
ACN,2021Q1,-0.0935601458080195,-0.05131818036702707
ACN,2021Q2,-0.12028301886792457,-0.04799882979579085
ACN,2021Q3,-0.15130830489192257,-0.04227312667132929
ACN,2021Q4,-0.1304347826086955,-0.04609782683757633
ACN,2022Q1,-0.16587677725118483,-0.04845690109314597
ACN,2022Q2,-0.18518518518518517,-0.0545364465121706
ACN,2022Q3,-0.17680074836295592,-0.05959214694357861
ACN,2022Q4,-0.05887521968365553,-0.07370806144765059
ACN,2023Q1,-0.06788511749347252,-0.042766552401959014
ACN,2023Q2,-0.07592752372735108,-0.029354430624447696
ACN,2023Q3,-0.07672413793103439,-0.04358616505184449
ACN,2023Q4,-0.04578904333605891,-0.04311884692494718
ACN,2024Q1,-0.04812398042414354,0.03498059852386654
ACN,2024Q2,-0.0355371900826446,0.003031487883262871
ACN,2024Q3,-0.022613065326633132,-0.0045680903478507945
ACN,2024Q4,-0.06640625000000011,0.025493647368893164
ACN,2025Q1,-0.06274509803921574,-0.06481633602956949
ACN,2025Q2,-0.06053459119496866,-0.04214348671031938
ADBE,2020Q1,-0.1928205128205128,-0.061838756296254085
ADBE,2020Q2,-0.19364754098360654,-0.12569342990397278
ADBE,2020Q3,-0.1944728761514841,-0.11807023975014999
ADBE,2020Q4,-0.2074521651560926,-0.08548075132951943
ADBE,2021Q1,-0.09821428571428568,-0.05213245796302841
ADBE,2021Q2,-0.14767932489451477,-0.04871102138794456
ADBE,2021Q3,-0.17551020408163268,-0.04292628670768446
ADBE,2021Q4,-0.18940609951845916,-0.04900962621343998
ADBE,2022Q1,-0.08971553610503284,-0.03848832056475555
ADBE,2022Q2,-0.08370044052863428,-0.05149336344493206
ADBE,2022Q3,-0.07555555555555553,-0.056071313633243816
ADBE,2022Q4,-0.08370044052863428,-0.07451842524626685
ADBE,2023Q1,-0.10392156862745097,-0.044210765372326204
ADBE,2023Q2,-0.11491284699806323,-0.030792389985924734
ADBE,2023Q3,-0.12786259541984732,-0.045708851531381156
ADBE,2023Q4,-0.1393596986817325,-0.04697873127643626
ADBE,2024Q1,-0.1027359017308766,0.0031398967943879683
ADBE,2024Q2,-0.1067259588660366,0.00026800258209687904
ADBE,2024Q3,-0.11557512383048989,-0.00874090696452305
ADBE,2024Q4,-0.12041598248494796,0.02229349241363836
ADBE,2025Q1,-0.09661598822952422,-0.08386047412488733
ADBE,2025Q2,-0.09572901325478642,-0.044202647510941134
ADI,2020Q1,0.0774058577405858,0.008238962658057418
ADI,2020Q2,-0.11389521640091108,-0.12067955230436177
ADI,2020Q3,-0.1878914405010438,-0.11773084309251841
ADI,2020Q4,-0.1878914405010438,-0.08505173139928619
ADI,2021Q1,-0.3516666666666666,-0.09647590264221716
ADI,2021Q2,-0.9724720893141946,-0.07015225041782847
ADI,2021Q3,-0.9801401869158878,-0.06464161345625319
ADI,2021Q4,-0.9801401869158878,-0.08805333666137023
ADI,2022Q1,-1.8006422569027611,-0.2624278275604188
ADI,2022Q2,-1.720232181425486,-0.10056578360596712
ADI,2022Q3,-0.37031316348195337,-0.06632160182654172
ADI,2022Q4,-0.3709809119830329,-0.08389605356908389
ADI,2023Q1,-0.2970281690140845,-0.05194979205686369
ADI,2023Q2,-0.1729381443298969,-0.03293263181286584
ADI,2023Q3,-0.15954761904761905,-0.04702405293872093
ADI,2023Q4,-0.12452876984126986,-0.04636694043305839
ADI,2024Q1,0.2959700427960057,0.23559971058023482
ADI,2024Q2,0.7130730050933787,0.03209187628479089
ADI,2024Q3,0.6719999999999999,0.02661122073670715
ADI,2024Q4,0.6482649842271293,0.0678389541564689
ADI,2025Q1,0.20546984572230026,0.0859893380912647
ADI,2025Q2,0.20546984572230026,-0.026580057131605717
ADM,2020Q1,20.85358255451714,5.396118274653744
ADM,2020Q2,25.426315789473684,1.484985141756208
ADM,2020Q3,23.612745098039213,1.1096391290113852
ADM,2020Q4,21.021929824561404,0.3801373758482178
ADM,2021Q1,18.78981723237598,3.2524740230412736
ADM,2021Q2,19.53820224719101,0.4630411588572797
ADM,2021Q3,18.160377358490567,0.45192202635634837
ADM,2021Q4,17.652040816326526,0.8319392268290565
ADM,2022Q1,16.832688588007734,2.1764486435199912
ADM,2022Q2,26.1752,0.7358960670089117
ADM,2022Q3,23.794890510948907,0.7740309293777067
ADM,2022Q4,21.676234979973295,0.6357859879597637
ADM,2023Q1,8.602189781021899,0.30469925592467073
ADM,2023Q2,8.518813314037628,0.28765943537106137
ADM,2023Q3,8.110110803324101,0.2962380043377462
ADM,2023Q4,8.035027472527473,0.29022302293381025
ADM,2024Q1,7.523706896551723,4.449628586199053
ADM,2024Q2,9.610810810810811,0.377494220783064
ADM,2024Q3,9.845303867403315,0.4383761431549897
ADM,2024Q4,11.345911949685537,0.7016900467464761
ADM,2025Q1,12.98812351543943,7.273123196780596
ADM,2025Q2,25.99268292682927,1.4821822758211853
ADP,2020Q1,-0.07617504051863853,-0.03158912296738746
ADP,2020Q2,-0.0052356020942408805,-0.11384832814876147
ADP,2020Q3,0.1870000000000001,-0.09839814599743563
ADP,2020Q4,0.05604982206405701,-0.07970143557475634
ADP,2021Q1,0.0,-0.03494911279612812
ADP,2021Q2,-1.494957983193277,-0.08373474070971072
ADP,2021Q3,-1.4435240963855425,-0.07714740272440616
ADP,2021Q4,-1.4276218611521418,-0.11014843183696767
ADP,2022Q1,-0.7423133235724744,-0.12390543692364894
ADP,2022Q2,-0.7474892395982784,-0.07139748264538423
ADP,2022Q3,-0.7805486284289277,-0.08058766868873468
ADP,2022Q4,-0.722972972972973,-0.09538604696764304
ADP,2023Q1,-0.2478474784747848,-0.04997880465567921
ADP,2023Q2,-0.2515299877600979,-0.035831463155405856
ADP,2023Q3,-0.3309628008752735,-0.05413925951163099
ADP,2023Q4,-0.26341730558598037,-0.052096233273231145
ADP,2024Q1,-0.19934282584884996,-0.05318539230441395
ADP,2024Q2,-0.20196506550218338,-0.0034290956509965068
ADP,2024Q3,-0.2704590818363273,-0.015693230998912983
ADP,2024Q4,-0.21758793969849238,0.016535913064853483
ADP,2025Q1,-0.21601208459214497,-0.1509917403654844
ADP,2025Q2,-0.3640483383685801,-0.059901516933616554
ADSK,2020Q1,-0.6353790613718412,-0.1766073243002262
ADSK,2020Q2,-0.33093525179856115,-0.13432444826686987
ADSK,2020Q3,-0.2540106951871658,-0.12114053289842869
ADSK,2020Q4,-0.2753246753246753,-0.08696938020655666
ADSK,2021Q1,-0.2918781725888325,-0.08601544545641325
ADSK,2021Q2,-0.17849898580121704,-0.049512206166267524
ADSK,2021Q3,-0.16322314049586778,-0.04259468385141818
ADSK,2021Q4,-0.18674698795180733,-0.048878328494381465
ADSK,2022Q1,-0.19161676646706588,-0.051825952745101295
ADSK,2022Q2,-0.24777448071216615,-0.056413225392120715
ADSK,2022Q3,-0.22595419847328238,-0.06130147357596039
ADSK,2022Q4,-0.23413897280966764,-0.07942915459037954
ADSK,2023Q1,-0.23065250379362665,-0.04928969114204997
ADSK,2023Q2,-0.08171745152354569,-0.02956798998931434
ADSK,2023Q3,-0.09053497942386833,-0.04415943393689593
ADSK,2023Q4,-0.11244979919678713,-0.04586867065392201
ADSK,2024Q1,-0.1136363636363637,-0.0032154620346259355
ADSK,2024Q2,-0.053549190535491877,0.002332277890637586
ADSK,2024Q3,-0.06288532675709,-0.006375803778389854
ADSK,2024Q4,-0.07878787878787884,0.024760017911818952
ADSK,2025Q1,-0.0865384615384616,-0.07819431628594274
ADSK,2025Q2,-0.11029411764705872,-0.04505482493753889
AEE,2020Q1,0.024316109422492422,-0.0055287849317333755
AEE,2020Q2,-0.023323615160349875,-0.11498548727243815
AEE,2020Q3,-0.03458213256484153,-0.10982486794348294
AEE,2020Q4,-0.03458213256484153,-0.08168924101333223
AEE,2021Q1,-0.06914893617021271,-0.04704725136624746
AEE,2021Q2,-0.06914893617021271,-0.04666955336945596
AEE,2021Q3,-0.06914893617021271,-0.04005581240848809
AEE,2021Q4,-0.07894736842105259,-0.04355555665687446
AEE,2022Q1,-0.05185185185185184,-0.03353242462741035
AEE,2022Q2,-0.05185185185185184,-0.05053836374280189
AEE,2022Q3,-0.05651105651105661,-0.05540903521038511
AEE,2022Q4,-0.05651105651105661,-0.0736308886296902
AEE,2023Q1,-0.04827586206896551,-0.04198068309096535
AEE,2023Q2,-0.05045871559633042,-0.028415022970358115
AEE,2023Q3,-0.052631578947368515,-0.04258611632680706
AEE,2023Q4,-0.05479452054794526,-0.043490331985508515
AEE,2024Q1,-0.08000000000000007,0.016395739992021867
AEE,2024Q2,-0.049891540130151936,0.0024742646577176047
AEE,2024Q3,-0.05194805194805199,-0.005884858947791344
AEE,2024Q4,-0.05194805194805199,0.026350316565558626
AEE,2025Q1,-0.1151515151515152,-0.09428220004908168
AEE,2025Q2,-0.5333333333333333,-0.0698060701373146
AEP,2020Q1,-0.03416856492027323,-0.020695596976082295
AEP,2020Q2,-0.013953488372092933,-0.11439640514781063
AEP,2020Q3,-0.020785219399538073,-0.10911337785793848
AEP,2020Q4,-0.020785219399538073,-0.0813866371564713
AEP,2021Q1,-0.025287356321838952,-0.03937333040231852
AEP,2021Q2,-0.0472103004291845,-0.04609923882037338
AEP,2021Q3,-0.053304904051172705,-0.039628214205811314
AEP,2021Q4,-0.05531914893617017,-0.042388877017446924
AEP,2022Q1,-0.05531914893617017,-0.03398625166174862
AEP,2022Q2,-0.0501002004008016,-0.050485839386669014
AEP,2022Q3,-0.0501002004008016,-0.05518609567997512
AEP,2022Q4,-0.05577689243027876,-0.07360692348565293
AEP,2023Q1,-0.08139534883720928,-0.04330799448977017
AEP,2023Q2,-0.505671077504726,-0.045205364112867075
AEP,2023Q3,-0.5047348484848485,-0.06135229631593706
AEP,2023Q4,-0.505671077504726,-0.06208944684926074
AEP,2024Q1,-0.5047348484848485,-0.23123985496834054
AEP,2024Q2,-0.5204626334519573,-0.015792890706427427
AEP,2024Q3,-0.5293072824156305,-0.027312230082589876
AEP,2024Q4,-0.5293072824156305,-0.00193390993460369
AEP,2025Q1,-0.5485519591141397,-0.33796454376728535
AEP,2025Q2,-0.5186757215619694,-0.06894848027438048
AES,2020Q1,-0.07462686567164185,-0.0311876352754398
AES,2020Q2,-0.0072992700729927066,-0.11397806704610196
AES,2020Q3,-0.014492753623188259,-0.10878888302638735
AES,2020Q4,-0.014492753623188259,-0.08124862625575205
AES,2021Q1,-0.02857142857142844,-0.03994790411740818
AES,2021Q2,-0.07096774193548393,-0.04671683485961488
AES,2021Q3,-0.07096774193548393,-0.04010489827693401
AES,2021Q4,-0.06493506493506498,-0.04286367764377147
AES,2022Q1,-0.05263157894736847,-0.033634481424606046
AES,2022Q2,-0.055900621118012465,-0.05065976860260329
AES,2022Q3,-0.055900621118012465,-0.055387807128280245
AES,2022Q4,-0.07317073170731701,-0.07417470645753786
AES,2023Q1,-0.07317073170731701,-0.04297838104667241
AES,2023Q2,-0.0233918128654971,-0.02741667018262505
AES,2023Q3,-0.01764705882352943,-0.04113395739385142
AES,2023Q4,-0.029069767441860492,-0.04242915985207333
AES,2024Q1,-0.03468208092485552,0.042817706290695645
AES,2024Q2,-0.0833333333333333,0.0011760837010723103
AES,2024Q3,-0.0833333333333333,-0.007293659761706226
AES,2024Q4,-0.08808290155440411,0.024209274336597728
AES,2025Q1,-0.09278350515463915,-0.08170563448187838
AES,2025Q2,0.009433962264150952,-0.03804975554137595
AFL,2020Q1,0.0022573363431152766,-0.011249279556753734
AFL,2020Q2,0.020689655172413966,-0.11221845632554396
AFL,2020Q3,-0.04925053533190568,-0.11058129969125854
AFL,2020Q4,-0.10121457489878542,-0.08315067182765536
AFL,2021Q1,0.0020202020202019773,-0.03459566290472448
AFL,2021Q2,-0.04615384615384619,-0.04607177534220737
AFL,2021Q3,-0.11428571428571424,-0.04127396224886965
AFL,2021Q4,-0.15789473684210523,-0.04745370426728399
AFL,2022Q1,0.1292775665399241,-0.009824785858314929
AFL,2022Q2,0.1401151631477928,-0.04478211363062272
AFL,2022Q3,0.1,-0.04996631416931714
AFL,2022Q4,0.1314285714285715,-0.06749601991054681
AFL,2023Q1,0.003539823008849482,-0.03990409446741793
AFL,2023Q2,-0.022413793103448258,-0.02738059628212711
AFL,2023Q3,-0.055000000000000014,-0.04268442620147176
AFL,2023Q4,-0.11544461778471142,-0.0459922099554303
AFL,2024Q1,-0.034108527131782904,0.043152108648533666
AFL,2024Q2,-0.034108527131782904,0.0030869473206502447
AFL,2024Q3,-0.07566765578635011,-0.006949568127324273
AFL,2024Q4,-0.1442307692307692,0.020882431771295507
AFL,2025Q1,0.09158050221565733,0.0219542810514531
AFL,2025Q2,0.09319526627218934,-0.033149035946402526
AIG,2020Q1,0.006578947368421108,-0.01012855754049603
AIG,2020Q2,0.6813186813186812,-0.07068596064997214
AIG,2020Q3,0.8433734939759034,-0.06454976065335373
AIG,2020Q4,0.8582995951417002,-0.0621059145628822
AIG,2021Q1,-0.4193548387096774,-0.1083184692858842
AIG,2021Q2,-0.4337078651685393,-0.05614659030374821
AIG,2021Q3,-0.4804123711340206,-0.05115497607440068
AIG,2021Q4,-0.46723044397463004,-0.06272763006987528
AIG,2022Q1,-0.021032504780114782,-0.029498546784906904
AIG,2022Q2,-0.03759398496240605,-0.05011083275326205
AIG,2022Q3,0.02400000000000002,-0.052609237987877804
AIG,2022Q4,0.13274336283185853,-0.06745310148647281
AIG,2023Q1,-0.2777777777777778,-0.05117830474795099
AIG,2023Q2,-0.3178410794602699,-0.038277323471040556
AIG,2023Q3,-0.32492581602373893,-0.05388867263923025
AIG,2023Q4,-0.32089552238805974,-0.0544672679610426
AIG,2024Q1,-0.047685834502103765,0.03523605325396658
AIG,2024Q2,-0.029999999999999995,0.0032464367251189524
AIG,2024Q3,0.29333333333333333,0.009613893178808832
AIG,2024Q4,0.3689516129032258,0.0512892319455651
AIG,2025Q1,-0.20673076923076922,-0.14577325775534003
AIG,2025Q2,-0.2105263157894736,-0.05091922620613245
AIZ,2020Q1,-0.6833652822151225,-0.1890515757289544
AIZ,2020Q2,-0.5247868852459017,-0.14651153331643235
AIZ,2020Q3,-0.5408447729672651,-0.13593221855243776
AIZ,2020Q4,-0.5223777777777777,-0.09238792714934468
AIZ,2021Q1,-0.5436730360934182,-0.1300688947014502
AIZ,2021Q2,-0.5550153846153846,-0.059300088272825256
AIZ,2021Q3,-0.5550153846153846,-0.053168359677717644
AIZ,2021Q4,-0.5426778017241378,-0.06645295927596606
AIZ,2022Q1,-0.6504159802306425,-0.11187719193102544
AIZ,2022Q2,-0.639079874706343,-0.06814676054178934
AIZ,2022Q3,-0.6258969155844156,-0.07520960690639303
AIZ,2022Q4,-0.5789252336448598,-0.0906839307627986
AIZ,2023Q1,-0.6105877268798617,-0.06451614546299508
AIZ,2023Q2,-0.5229646017699116,-0.04584322941764795
AIZ,2023Q3,-0.542479674796748,-0.06291903173227723
AIZ,2023Q4,-0.6134958791208792,-0.06653732917864155
AIZ,2024Q1,-0.6343404808317088,-0.306804570204024
AIZ,2024Q2,-0.5180555555555555,-0.015699450062641215
AIZ,2024Q3,-0.5302346570397112,-0.027353857433613772
AIZ,2024Q4,-0.491388343156516,0.0003128421929296111
AIZ,2025Q1,-0.5182071960297767,-0.3209029945903563
AIZ,2025Q2,-0.4776768941765811,-0.06654971441085927
AJG,2020Q1,-0.11807228915662654,-0.04245432316570779
AJG,2020Q2,-0.07808564231738037,-0.11842827220326761
AJG,2020Q3,-0.16055045871559637,-0.11632090180809275
AJG,2020Q4,-0.20087336244541482,-0.08533646028050532
AJG,2021Q1,-0.026804123711340187,-0.0396387005305249
AJG,2021Q2,-0.07992202729044837,-0.04694960955330392
AJG,2021Q3,-0.10943396226415096,-0.04114302332949187
AJG,2021Q4,-0.12915129151291516,-0.04603445249276835
AJG,2022Q1,-0.09421487603305775,-0.03907722946017453
AJG,2022Q2,-0.2938144329896906,-0.05779376194139567
AJG,2022Q3,-0.29562982005141386,-0.063724465152827
AJG,2022Q4,-0.2919896640826873,-0.08131756099068206
AJG,2023Q1,-0.12159090909090911,-0.044918889781699556
AJG,2023Q2,-0.11757990867579901,-0.030890763578481754
AJG,2023Q3,-0.11657142857142852,-0.045240170847913645
AJG,2023Q4,-0.1195899772209566,-0.04616321023281588
AJG,2024Q1,-0.14117647058823526,-0.019272328558828773
AJG,2024Q2,-0.13694581280788182,-0.0009051055303046295
AJG,2024Q3,-0.13694581280788182,-0.009700179677604118
AJG,2024Q4,-0.13267326732673265,0.02156723051564917
AJG,2025Q1,-0.12184508268059185,-0.09804570386187918
AJG,2025Q2,-0.10151380231522712,-0.044541104862304344
AKAM,2020Q1,-0.08179959100204488,-0.03304773585998584
AKAM,2020Q2,-0.08924949290060842,-0.11913012234566205
AKAM,2020Q3,-0.11787819253438107,-0.11412034477392946
AKAM,2020Q4,-0.13653846153846153,-0.08392542080290913
AKAM,2021Q1,-0.033333333333333444,-0.040781036004288236
AKAM,2021Q2,-0.04918032786885254,-0.04615045145383871
AKAM,2021Q3,-0.06785714285714284,-0.040020949534268414
AKAM,2021Q4,-0.0793650793650794,-0.04357618177650626
AKAM,2022Q1,-0.027118644067796634,-0.03029514842483859
AKAM,2022Q2,0.06493506493506504,-0.047036435545100876
AKAM,2022Q3,0.09125475285171111,-0.050270432879677834
AKAM,2022Q4,0.09125475285171111,-0.06880740434616406
AKAM,2023Q1,-0.020072992700729982,-0.040850412255145664
AKAM,2023Q2,-0.06608695652173911,-0.0289914649094453
AKAM,2023Q3,-0.09137055837563453,-0.04419411766086018
AKAM,2023Q4,-0.11967213114754091,-0.04616659916553698
AKAM,2024Q1,-0.07738095238095231,0.017922738348022195
AKAM,2024Q2,-0.018987341772151913,0.0036739384175842795
AKAM,2024Q3,-0.03426791277258563,-0.005091245082911154
AKAM,2024Q4,-0.023622047244094405,0.028028673412469573
AKAM,2025Q1,0.022082018927444887,-0.017121713282305596
AKAM,2025Q2,0.03680000000000007,-0.03644861908633715
ALB,2020Q1,-0.12295081967213108,-0.043719470936688425
ALB,2020Q2,0.2324324324324325,-0.09890658894940751
ALB,2020Q3,0.29914529914529936,-0.09261494887744835
ALB,2020Q4,0.1486146095717885,-0.07767123785054418
ALB,2021Q1,-0.09999999999999998,-0.052444882420608414
ALB,2021Q2,-0.6522346368715084,-0.06182739009173035
ALB,2021Q3,-0.6532033426183843,-0.055818252965685114
ALB,2021Q4,-0.68875,-0.07366549849094611
ALB,2022Q1,-0.7998338870431894,-0.13143417937016286
ALB,2022Q2,-0.8879069767441861,-0.0756079956608602
ALB,2022Q3,-0.9424271380793121,-0.08621704459489392
ALB,2022Q4,-0.7799999999999999,-0.0972475666912334
ALB,2023Q1,-0.8190045248868778,-0.07286875049075052
ALB,2023Q2,-0.36322188449848025,-0.03995117783369201
ALB,2023Q3,-0.17319277108433728,-0.04759044428413647
ALB,2023Q4,-0.3241935483870967,-0.054603314875510164
ALB,2024Q1,1.5909893992932864,0.9906422741358123
ALB,2024Q2,4.674329501915709,0.18586436442017573
ALB,2024Q3,88.0,3.946530114159625
ALB,2024Q4,7.954787234042553,0.5007609907531635
ALB,2025Q1,3.9414893617021276,2.1865916898263364
ALB,2025Q2,0.7585034013605442,0.0057769174271245305
ALGN,2020Q1,-0.17462686567164176,-0.057120603552666745
ALGN,2020Q2,0.728125,-0.0677433360432978
ALGN,2020Q3,1.393939393939394,-0.03615774465893633
ALGN,2020Q4,0.16666666666666666,-0.07727530710605554
ALGN,2021Q1,-0.4230769230769231,-0.10896967659200629
ALGN,2021Q2,-0.49177153920619554,-0.057656007683559794
ALGN,2021Q3,-0.5161290322580645,-0.05211889611618749
ALGN,2021Q4,-0.5278776978417266,-0.06572218140791429
ALGN,2022Q1,-0.12068965517241373,-0.0425424561798333
ALGN,2022Q2,0.13333333333333336,-0.044985471007567585
ALGN,2022Q3,0.2808219178082193,-0.043678175307565036
