m01p01,0p1,0p2,ticker,event_date
-0.04434293917821218,-0.03444651465820169,-0.031750104994443834,ADM,2024-07-30 00:00:00
-0.0020978780683868457,-0.015317382855285548,0.005566011363594352,ADM,2024-04-30 00:00:00
0.05451182060048494,0.06090918579708262,0.061527937199501795,ADM,2024-03-12 00:00:00
-0.2321186050870314,-0.2321186050870314,-0.22476956186506516,ADM,2024-01-22 00:00:00
-0.01235428923195498,-0.013552290683661122,-0.0024457392061045524,ADM,2023-10-24 00:00:00
,,,ADP,2025-04-30 00:00:00
,,,ADP,2025-01-29 00:00:00
0.016610513626207458,0.008208715771592032,0.005570545856578226,ADP,2024-10-30 00:00:00
0.03513706263690289,0.0073967577975714086,0.01787985516700926,ADP,2024-07-31 00:00:00
0.0007021920130016596,0.0038318104774661306,0.0006753207426928682,ADP,2024-05-01 00:00:00
0.03857728682457444,0.03363058646994946,0.04249582617923299,ADP,2024-01-31 00:00:00
-0.08370400818677033,-0.06826552150949661,-0.0749448457106977,ADP,2023-10-25 00:00:00
,,,ADSK,2025-05-22 00:00:00
,,,ADSK,2025-02-27 00:00:00
-0.10402916951739899,-0.09039888395880666,-0.09039888395880666,ADSK,2024-11-26 00:00:00
-0.0038124159964946103,-0.003623125715500516,-0.003623125715500516,ADSK,2024-08-29 00:00:00
0.015650839101595104,0.008971821601004251,0.012550779716167207,ADSK,2024-06-11 00:00:00
0.05379067262449211,0.05379067262449211,0.05564669642765674,ADSK,2024-06-03 00:00:00
0.017606258988835315,0.017122310837823913,0.017122310837823913,ADSK,2024-02-29 00:00:00
-0.08015116859465289,-0.07942115516086337,-0.07942115516086337,ADSK,2023-11-21 00:00:00
,,,AEE,2025-05-01 00:00:00
,,,AEE,2025-02-13 00:00:00
-0.002562566282400423,-0.019898269866388457,0.02555026862393449,AEE,2024-11-06 00:00:00
0.03777467818648417,0.06995979370074415,0.06995979370074415,AEE,2024-08-01 00:00:00
0.011661648205473791,0.003228289573625767,0.003228289573625767,AEE,2024-05-02 00:00:00
0.028784560808476956,0.008410833285198732,0.008410833285198732,AEE,2024-02-22 00:00:00
-0.030230988434090427,-0.015825506394155427,-0.019689221700130093,AEE,2023-11-08 00:00:00
,,,AEP,2025-05-06 00:00:00
,,,AEP,2025-02-13 00:00:00
-0.03854646054519063,-0.05521266351100888,-0.044453287001010325,AEP,2024-11-06 00:00:00
0.011369927452691667,0.000639839242521794,0.05731855925685536,AEP,2024-07-30 00:00:00
0.041777422338905044,0.023223080564367525,0.026997149292182117,AEP,2024-04-30 00:00:00
0.018435266679833924,0.018435266679833924,0.0023097171742765023,AEP,2024-02-26 00:00:00
0.027600997179159897,0.011328638791565919,0.011328638791565919,AEP,2023-11-02 00:00:00
,,,AFL,2025-04-30 00:00:00
,,,AFL,2025-02-05 00:00:00
-0.046501554941156445,-0.052493200373380386,-0.04995858080236615,AFL,2024-10-30 00:00:00
0.07973866536099762,0.07423671145844973,0.05989933321960912,AFL,2024-07-31 00:00:00
0.007347363408631043,0.009508219456341968,-0.004368418674638384,AFL,2024-05-01 00:00:00
-0.10239909385779979,-0.10651833293985677,-0.10212368656813547,AFL,2024-01-31 00:00:00
0.011227133146346383,0.008326123589217287,0.003246187441830863,AFL,2023-11-01 00:00:00
,,,AIG,2025-05-01 00:00:00
,,,AIG,2025-02-11 00:00:00
-0.007466454640780936,-0.007466454640780936,-0.038637392875309845,AIG,2024-11-04 00:00:00
-0.03415275165419261,-0.04647306218592559,-0.07213057708808837,AIG,2024-07-31 00:00:00
0.04895035874281191,0.04229282427134469,0.038658816356703415,AIG,2024-05-01 00:00:00
0.001322997137554691,-0.0016123882825698228,0.003936887481477644,AIG,2024-02-13 00:00:00
-0.011968952901327882,-0.007649880878054453,-0.04180096134843446,AIG,2023-11-01 00:00:00
,,,AIZ,2025-05-06 00:00:00
,,,AIZ,2025-02-11 00:00:00
,,,AIZ,2025-01-23 00:00:00
0.03768564051441279,0.036880056598022744,0.04705601331778033,AIZ,2024-11-05 00:00:00
0.021333295944369262,0.009518277953625275,0.007104036635687934,AIZ,2024-10-16 00:00:00
0.0058492069739688,0.009027591277535493,-0.0039018806978975834,AIZ,2024-08-06 00:00:00
0.011978556037779734,0.011978556037779734,0.027732335378100714,AIZ,2024-07-15 00:00:00
-0.008865521996253949,-0.028348399822161793,-0.016653625808833915,AIZ,2024-05-07 00:00:00
0.051064021894969294,0.03989810319711704,0.03834034719768477,AIZ,2024-02-06 00:00:00
0.11721590734460874,0.12415758316089426,0.08029684439347501,AIZ,2023-10-31 00:00:00
,,,AKAM,2025-05-08 00:00:00
,,,AKAM,2025-02-20 00:00:00
-0.14171586014495782,-0.14619897720516137,-0.14619897720516137,AKAM,2024-11-07 00:00:00
0.09538688542518235,0.0820084971147061,0.0820084971147061,AKAM,2024-08-08 00:00:00
-0.10831786336703736,-0.1116597218777901,-0.1116597218777901,AKAM,2024-05-09 00:00:00
-0.10616882881974789,-0.10277328099786066,-0.13676799409951268,AKAM,2024-02-13 00:00:00
0.014789272579291805,0.02018173935666719,0.01710492001112125,AKAM,2023-11-07 00:00:00
,,,ALB,2025-04-30 00:00:00
,,,ALB,2025-02-12 00:00:00
-0.12343837315182646,-0.08277244808572182,-0.08631881940111097,ALB,2024-11-06 00:00:00
0.06702792333937231,0.043760560133864417,0.04103427682027334,ALB,2024-07-31 00:00:00
-0.002781142098142425,0.00595505658092841,0.014246573479805673,ALB,2024-05-01 00:00:00
-0.015499154748526343,-0.014112764421839303,0.05169333701927527,ALB,2024-02-14 00:00:00
-0.06822788462958657,-0.05811871782442676,-0.059330604610839305,ALB,2023-11-01 00:00:00
,,,ALGN,2025-04-30 00:00:00
,,,ALGN,2025-02-05 00:00:00
0.011092335449998068,0.03580717272610086,0.05430245904362099,ALGN,2024-10-23 00:00:00
-0.09302161575200697,-0.08498477183362907,-0.12898869222267503,ALGN,2024-07-24 00:00:00
0.023081607545432162,0.012649985306845342,-0.02551979976275471,ALGN,2024-04-24 00:00:00
0.024584131080077527,0.025867293577255018,0.03290524424721421,ALGN,2024-01-31 00:00:00
-0.26780397299458275,-0.24987632005047672,-0.2410427165931975,ALGN,2023-10-25 00:00:00
,,,ALLE,2025-04-24 00:00:00
,,,ALLE,2025-02-18 00:00:00
-0.04641703406448258,-0.05070978163157773,-0.05070978163157773,ALLE,2024-10-24 00:00:00
0.04519683111385822,0.04693745168344798,0.06376643365613402,ALLE,2024-07-24 00:00:00
-0.029498582965157335,-0.02609396313098566,-0.02609396313098566,ALLE,2024-04-25 00:00:00
0.0033303036210700224,0.0033303036210700224,-0.02087079579482546,ALLE,2024-02-20 00:00:00
-0.007535771480016159,0.0016441639341865108,-0.026285996074429593,ALLE,2023-10-31 00:00:00
,,,AMAT,2025-05-15 00:00:00
,,,AMAT,2025-02-13 00:00:00
-0.02206290868291013,-0.004370011327276033,-0.004370011327276033,AMAT,2024-11-14 00:00:00
0.0010502142190785858,0.001319228014579052,0.001319228014579052,AMAT,2024-08-15 00:00:00
0.09416635294190778,0.07553082850982112,0.07553082850982112,AMAT,2024-02-15 00:00:00
-0.018971910356887257,-0.0350592436428502,-0.0350592436428502,AMAT,2023-11-16 00:00:00
,,,AMCR,2025-04-30 00:00:00
,,,AMCR,2025-02-04 00:00:00
-0.057931960490310325,-0.06689376964176659,-0.06689376964176659,AMCR,2024-10-31 00:00:00
-0.05224451136411582,-0.04361438749259437,-0.04361438749259437,AMCR,2024-08-15 00:00:00
0.11389591923602875,0.1049445453877838,0.10644428372362683,AMCR,2024-04-30 00:00:00
0.00524190130922331,0.014282336633340324,-0.011574165900851724,AMCR,2024-02-06 00:00:00
-0.012235836672072975,-0.024266529216141967,-0.03571981647772171,AMCR,2023-10-31 00:00:00
,,,AMD,2025-05-06 00:00:00
,,,AMD,2025-02-04 00:00:00
-0.04121148425815259,-0.06141307704721781,-0.04552109440426858,AMD,2024-10-29 00:00:00
0.023867500351468365,0.026614587761078026,-0.03089818201733074,AMD,2024-07-30 00:00:00
-0.05038249978032325,-0.06811037222489173,-0.09000742424706529,AMD,2024-04-30 00:00:00
-0.031441903255121625,-0.012220347252852534,-0.022925743677712624,AMD,2024-01-30 00:00:00
0.09567845155984991,0.10080760344124662,0.10360357381446966,AMD,2023-10-31 00:00:00
,,,AME,2025-05-01 00:00:00
,,,AME,2025-02-04 00:00:00
0.08062565069496165,0.0710581171580907,0.0710581171580907,AME,2024-10-31 00:00:00
-0.10736247452162795,-0.08820247073590398,-0.08820247073590398,AME,2024-08-01 00:00:00
-0.06231977756784059,-0.05901890217932328,-0.05901890217932328,AME,2024-05-02 00:00:00
-0.00905130495983611,-0.010828637329229727,-0.015048415014425316,AME,2024-02-06 00:00:00
0.006577553446731487,0.00989953148714266,-0.0005095611856013177,AME,2023-10-31 00:00:00
,,,AMGN,2025-05-01 00:00:00
,,,AMGN,2025-02-04 00:00:00
0.02372615552487625,0.023350165225607816,0.020589596037276805,AMGN,2024-10-30 00:00:00
-0.031718491722958195,-0.03643769349118615,-0.020525454115868307,AMGN,2024-08-06 00:00:00
0.13558826537176452,0.11809398860272527,0.11809398860272527,AMGN,2024-05-02 00:00:00
-0.09273801301126852,-0.08926373526698181,-0.08983702670554489,AMGN,2024-02-06 00:00:00
-0.025244464599397616,-0.021069293223409426,-0.01370066311049809,AMGN,2023-10-31 00:00:00
,,,AMP,2025-04-24 00:00:00
,,,AMP,2025-01-29 00:00:00
-0.03625452854243318,-0.027562276330052555,-0.02098006723114536,AMP,2024-10-23 00:00:00
0.06835301259491382,0.06235325228525182,0.04774289669758071,AMP,2024-07-24 00:00:00
-0.04738291938278133,-0.04738291938278133,-0.03730462567404233,AMP,2024-04-22 00:00:00
-0.0007302240760808862,-0.002052206591087224,-0.0007538285745094778,AMP,2024-01-24 00:00:00
0.029713098897650315,0.022711975708532,0.010285596325537605,AMP,2023-10-25 00:00:00
,,,AMT,2025-04-29 00:00:00
,,,AMT,2025-02-25 00:00:00
-0.05154853621061468,-0.04055200851395143,-0.04348671383519885,AMT,2024-10-29 00:00:00
0.030614185374402206,0.01898052473573071,0.07817654740969109,AMT,2024-07-30 00:00:00
0.03170835705362597,0.00687295191549122,0.022560560593705058,AMT,2024-04-30 00:00:00
0.014853698633827565,0.027703628466907715,0.042637168820184077,AMT,2024-02-27 00:00:00
0.0990434119002378,0.08651061657239009,0.08651061657239009,AMT,2023-10-26 00:00:00
,,,AMZN,2025-05-01 00:00:00
,,,AMZN,2025-02-06 00:00:00
0.06715896993952222,0.049479142950914226,0.049479142950914226,AMZN,2024-10-31 00:00:00
-0.03875839026345445,-0.06930988218062671,-0.06930988218062671,AMZN,2024-08-01 00:00:00
0.02633304114486229,0.024323522483023385,0.03049242707169573,AMZN,2024-04-30 00:00:00
0.04320442794568328,0.04673298917584349,0.04673298917584349,AMZN,2024-02-01 00:00:00
0.026050541816295306,0.059452746555706315,0.059452746555706315,AMZN,2023-10-26 00:00:00
,,,ANET,2025-05-06 00:00:00
,,,ANET,2025-02-18 00:00:00
-0.08461523644353768,-0.09940342635699102,-0.09940342635699102,ANET,2024-11-07 00:00:00
0.05892573153380508,0.06153168795796959,0.06018386654432693,ANET,2024-07-30 00:00:00
0.038496347756109356,0.05215644939359711,0.061008833381688915,ANET,2024-05-07 00:00:00
-0.04068585347256366,-0.04068585347256366,-0.058924965436340626,ANET,2024-02-12 00:00:00
0.13730861704745276,0.13730861704745276,0.16244563183646007,ANET,2023-10-30 00:00:00
,,,AON,2025-04-25 00:00:00
,,,AON,2025-01-31 00:00:00
0.05192557643849785,0.0561277725521509,0.0561277725521509,AON,2024-10-25 00:00:00
0.08957367686740457,0.07280490235881797,0.07280490235881797,AON,2024-07-26 00:00:00
-0.0774934220985344,-0.07255941462463102,-0.07255941462463102,AON,2024-04-26 00:00:00
-0.026705560409238098,-0.025744182866688767,-0.025744182866688767,AON,2024-02-02 00:00:00
-0.022470300801618284,-0.033812304188200894,-0.033812304188200894,AON,2023-10-27 00:00:00
,,,AOS,2025-04-29 00:00:00
,,,AOS,2025-01-30 00:00:00
-0.001668663675552651,-0.012192927587904663,-0.01247168499119687,AOS,2024-10-22 00:00:00
-0.08823120355216209,-0.0752096453184818,-0.0752096453184818,AOS,2024-10-11 00:00:00
-0.07258656118148597,-0.0632145488644883,-0.04820968654987749,AOS,2024-07-23 00:00:00
-0.06041888887975061,-0.05070664420669696,-0.05070664420669696,AOS,2024-04-25 00:00:00
-0.026637786456902283,-0.028513801799338667,-0.012335972441575218,AOS,2024-01-30 00:00:00
0.06160673872558209,-0.006004862409008563,-0.006004862409008563,AOS,2023-10-27 00:00:00
0.04983606454924835,0.06143576792805569,0.06143576792805569,AOS,2023-10-26 00:00:00
,,,APA,2025-05-08 00:00:00
,,,APA,2025-02-27 00:00:00
-0.11451888623021908,-0.09605010716168215,-0.09605010716168215,APA,2024-11-07 00:00:00
-0.04495834958824735,-0.03924898189630849,-0.03924898189630849,APA,2024-08-01 00:00:00
-0.07144538069322527,-0.05357818173962604,-0.05357818173962604,APA,2024-05-02 00:00:00
-0.03436312465138414,-0.0445318939799894,-0.0445318939799894,APA,2024-02-22 00:00:00
-0.09679060350443841,-0.08553762682652111,-0.08553762682652111,APA,2023-11-02 00:00:00
,,,APD,2025-05-01 00:00:00
,,,APD,2025-02-06 00:00:00
,,,APD,2025-01-14 00:00:00
0.004454583553208775,0.022350522025588945,0.022350522025588945,APD,2024-11-07 00:00:00
0.09482841284955529,0.1141416054352193,0.1141416054352193,APD,2024-08-01 00:00:00
0.034355513495396846,0.023965463009635563,0.047692603975800295,APD,2024-04-30 00:00:00
-0.14609670716472486,-0.14609670716472486,-0.16420503070929945,APD,2024-02-05 00:00:00
-0.11394745326995313,-0.10819717627884841,-0.07834595610981979,APD,2023-11-07 00:00:00
,,,APH,2025-04-23 00:00:00
,,,APH,2025-01-22 00:00:00
0.06274327953784589,0.05743237007770462,0.049363348373319904,APH,2024-10-23 00:00:00
-0.05056001031721877,-0.0486444030055731,-0.027955709864368957,APH,2024-07-24 00:00:00
0.05138251878827377,0.04394041938730123,0.047604634172235344,APH,2024-04-24 00:00:00
0.01980328979280244,0.022422667399239704,0.01951669130471426,APH,2024-01-24 00:00:00
0.029660360219234953,0.03739959790316537,0.035269367771801285,APH,2023-10-25 00:00:00
,,,APO,2025-05-02 00:00:00
,,,APO,2025-04-02 00:00:00
,,,APO,2025-02-04 00:00:00
,,,APO,2025-01-02 00:00:00
0.06947663509020333,0.07193741813950968,0.056544278738898106,APO,2024-11-05 00:00:00
-0.10858676638825716,-0.14036922467367902,-0.14036922467367902,APO,2024-08-01 00:00:00
-0.018229440536407203,-0.009350969593443535,-0.009350969593443535,APO,2024-05-02 00:00:00
0.010478690886332997,0.01532762742019022,-0.0018257132013553175,APO,2024-02-27 00:00:00
0.02942240796251044,0.02709590407260415,0.02709590407260415,APO,2024-02-08 00:00:00
-0.014545029628278406,0.03163401616078025,0.016133073971773784,APO,2023-11-01 00:00:00
,,,APTV,2025-05-01 00:00:00
,,,APTV,2025-02-06 00:00:00
,,,APTV,2025-01-22 00:00:00
-0.17214044023500635,-0.17062955987372302,-0.17062955987372302,APTV,2024-10-31 00:00:00
0.10620202951147373,0.08849573188836504,0.08849573188836504,APTV,2024-08-01 00:00:00
0.1130637195871706,0.12971572350928798,0.12971572350928798,APTV,2024-05-02 00:00:00
-0.023216513917622892,-0.02437939601915889,-0.022444830629684203,APTV,2024-01-31 00:00:00
-0.17467786307706137,-0.15369418871468146,-0.15369418871468146,APTV,2023-11-02 00:00:00
,,,ARE,2025-04-28 00:00:00
,,,ARE,2025-01-27 00:00:00
-0.01511895222014843,-0.01511895222014843,0.004062295438609526,ARE,2024-10-21 00:00:00
-0.058289923397169194,-0.058289923397169194,-0.08658563819300706,ARE,2024-07-22 00:00:00
-0.0025909408446380573,-0.0025909408446380573,-0.0010482277335203628,ARE,2024-04-22 00:00:00
-0.03491572854663041,-0.03491572854663041,-0.009485105465650161,ARE,2024-01-29 00:00:00
0.004440298683262598,0.004440298683262598,-0.005763459974180034,ARE,2023-10-23 00:00:00
,,,ATO,2025-05-07 00:00:00
,,,ATO,2025-02-04 00:00:00
0.007357990390341129,0.009377615899430286,0.029948631853774197,ATO,2024-11-06 00:00:00
-0.012006673378760203,-0.006330318861756848,0.0020819180372228727,ATO,2024-08-07 00:00:00
-0.002691598968384029,-0.012042071426971838,-0.03331675055212666,ATO,2024-05-08 00:00:00
0.0019849222303456844,,,ATO,2024-03-29 00:00:00
-0.011651739783560655,0.0014403651131841538,0.01319725591195965,ATO,2024-02-06 00:00:00
0.004074471433614214,0.021079424231897865,0.02010196112918241,ATO,2023-11-08 00:00:00
,,,AVB,2025-05-01 00:00:00
,,,AVB,2025-02-06 00:00:00
0.005997849665826449,-0.008209421088490355,0.012378255200066749,AVB,2024-11-05 00:00:00
0.052848210167766016,0.07294202011460452,0.07294202011460452,AVB,2024-08-01 00:00:00
0.012121454908399248,0.002716692597504803,0.002716692597504803,AVB,2024-04-26 00:00:00
-0.004473830212625521,-0.020531419298620908,-0.020531419298620908,AVB,2024-02-01 00:00:00
-0.0017574921925946826,0.0021133976271367517,0.0021133976271367517,AVB,2023-10-26 00:00:00
,,,AVGO,2025-06-05 00:00:00
,,,AVGO,2025-03-06 00:00:00
0.28200895150289773,0.2396505851996432,0.2396505851996432,AVGO,2024-12-12 00:00:00
-0.05848170046100411,-0.06918115371404429,-0.06918115371404429,AVGO,2024-09-05 00:00:00
0.11226249581949849,0.1109814373764553,0.1391776189577576,AVGO,2024-06-12 00:00:00
-0.0357759923097675,-0.03430228417377792,-0.03430228417377792,AVGO,2024-03-07 00:00:00
0.02607258981510171,0.027309545272479228,0.027309545272479228,AVGO,2023-12-07 00:00:00
,,,AVY,2025-04-23 00:00:00
,,,AVY,2025-01-30 00:00:00
-0.04385794085883182,-0.03021663425231974,-0.01436755231150352,AVY,2024-10-23 00:00:00
-0.021053558085759806,-0.030250803680834933,-0.06041363446777211,AVY,2024-07-23 00:00:00
0.016570881240634175,0.030487066969361345,0.03404893276057431,AVY,2024-04-24 00:00:00
0.006820787649960722,0.0043719250945905095,0.0027388609589254803,AVY,2024-01-31 00:00:00
0.003730388716189385,0.0026519423301940154,0.015721276740773518,AVY,2023-10-25 00:00:00
,,,AWK,2025-04-30 00:00:00
,,,AWK,2025-02-19 00:00:00
-0.003608197291400571,0.013089213733943422,0.00029552674563491053,AWK,2024-10-30 00:00:00
0.04537228342761282,0.012921186101032323,0.04542219762544822,AWK,2024-07-31 00:00:00
0.030733213905890257,0.022121298928472984,0.04456707159091683,AWK,2024-05-01 00:00:00
-0.0005429580742486485,0.009174008376948393,0.002611134182066069,AWK,2024-02-14 00:00:00
0.04300354218148036,0.04399634521560269,0.07980936643967339,AWK,2023-11-01 00:00:00
,,,AXON,2025-05-07 00:00:00
,,,AXON,2025-02-25 00:00:00
0.294675661986902,0.2921852159669006,0.2921852159669006,AXON,2024-11-07 00:00:00
0.22536359628563638,0.21554496388705432,0.23986180828725578,AXON,2024-08-06 00:00:00
-0.03454575485610227,-0.03454575485610227,-0.03668946261860948,AXON,2024-05-06 00:00:00
0.12598579564695506,0.12750758735854398,0.1242949934276888,AXON,2024-02-27 00:00:00
0.06665504605921241,0.06050962020069832,0.01574587238094817,AXON,2023-11-07 00:00:00
,,,AXP,2025-04-17 00:00:00
,,,AXP,2025-01-24 00:00:00
-0.01853588872464893,-0.031087269869915026,-0.031087269869915026,AXP,2024-10-18 00:00:00
-0.018099937633290545,-0.018695163438589908,-0.018695163438589908,AXP,2024-07-19 00:00:00
0.05527480313072584,0.06082398969274799,0.06082398969274799,AXP,2024-04-19 00:00:00
0.07607465801519697,0.07242901098228881,0.07242901098228881,AXP,2024-01-26 00:00:00
-0.0366659873762595,-0.03735065246738371,-0.03735065246738371,AXP,2023-10-20 00:00:00
,,,AZO,2025-05-27 00:00:00
,,,AZO,2025-03-04 00:00:00
0.013744286703125585,0.007372957970858917,0.007745792391958798,AZO,2024-12-10 00:00:00
0.0251983890589954,0.017286120893252155,0.03956927874737458,AZO,2024-09-24 00:00:00
-0.04434773082692264,-0.050206780110554045,-0.04037265705882623,AZO,2024-05-21 00:00:00
0.08493936780529592,0.07654666765092696,0.0777055186218164,AZO,2024-02-27 00:00:00
0.030701663213672507,0.02231326297609603,-0.011714925883555223,AZO,2023-12-05 00:00:00
,,,BAC,2025-04-15 00:00:00
,,,BAC,2025-01-16 00:00:00
0.003916168218387689,0.009481463495478838,0.0035713737405112505,BAC,2024-10-15 00:00:00
,,,BALL,2025-05-06 00:00:00
,,,BALL,2025-02-04 00:00:00
-0.062455711997935794,-0.07608143816489969,-0.07608143816489969,BALL,2024-10-31 00:00:00
0.04523046411433296,0.06067305812341771,0.06067305812341771,BALL,2024-08-01 00:00:00
0.07442301275117301,0.0623626182173331,0.0623626182173331,BALL,2024-04-26 00:00:00
0.06976138295896585,0.06999731462550385,0.06999731462550385,BALL,2024-02-01 00:00:00
0.023772117440552278,0.037885108873665564,0.037885108873665564,BALL,2023-11-02 00:00:00
,,,BAX,2025-05-01 00:00:00
,,,BAX,2025-02-20 00:00:00
,,,BAX,2025-02-03 00:00:00
-0.031038778444350552,-0.04004856564859552,-0.04004856564859552,BAX,2024-11-08 00:00:00
0.07936486761511931,0.06629961221018263,0.0644800722373665,BAX,2024-08-06 00:00:00
-0.0902849809115217,-0.0835063833367794,-0.0835063833367794,BAX,2024-05-02 00:00:00
-0.009590602839806662,-0.006232841965918116,-0.006232841965918116,BAX,2024-02-08 00:00:00
0.007264712821637417,-0.0021710595483640308,-0.0021710595483640308,BAX,2023-11-02 00:00:00
,,,BBY,2025-05-29 00:00:00
,,,BBY,2025-03-04 00:00:00
-0.02382093704117531,-0.047392198320820755,-0.047392198320820755,BBY,2024-11-26 00:00:00
0.13414923114085153,0.14401539440458272,0.14401539440458272,BBY,2024-08-29 00:00:00
